ID,UniqueName,Is Auto Point,Story,PointBay,IsSpecial,X,Y,Z,Code,Envelope:QG2+(100/30-BSE-2E)/J-Max,Envelope:QG2+(100/30-BSE-2E)/J-Min,Envelope:QG1+(100/30-BSE-2E)/J-Max,Envelope:QG1+(100/30-BSE-2E)/J-Min,Max Compression-J,Max Tension-J,Envelope:QG2+(100/30-BSE-1E)/m-Max,Envelope:QG2+(100/30-BSE-1E)/m-Min,Envelope:QG2+(100/30-BSE-2E)/m-Max,Envelope:QG2+(100/30-BSE-2E)/m-Min,Max Compression-m,Max Tension-m
Base-39,948,No,Base,39,No,341,173.5833,0,e80d2b52-9e83-403f-8b6e-7722fb62841a,16.614,5.408,19.482,8.275,19.482,0,13.527,8.496,13.239,8.783,13.527,0
Base-42,949,No,Base,42,No,341,196.5833,0,2f0117f7-96dc-480d-ab34-449737f19f6d,45.541,-31.81,47.279,-30.071,47.279,-31.81,29.27,-15.539,26.7,-12.969,29.27,-15.539
Base-56,950,No,Base,56,No,246.4167,133.6667,0,b32b180a-721d-4b37-a93f-e514253df566,235.4,-186.333,242.572,-179.161,242.572,-186.333,152.265,-103.198,137.545,-88.478,152.265,-103.198
Base-63,877,No,Base,63,No,246.4167,110.3333,0,f5debee5-94bf-465b-b905-ae6e8ba0f4d6,422.247,-203.72,454.502,-171.464,454.502,-203.72,293.798,-75.271,272.441,-53.914,293.798,-75.271
Base-66,951,No,Base,66,No,246.4167,115.3333,0,5297d0a8-11fa-4db0-b139-1c3599547d93,222.066,-168.719,230.015,-160.77,230.015,-168.719,140.642,-87.295,127.504,-74.157,140.642,-87.295
Base-133,709,No,Base,133,No,246.4167,149.3333,0,3533ff0e-8c64-4e51-bd19-852fc458df5b,183.098,28.923,215.93,61.754,215.93,0,152.097,59.925,146.775,65.247,152.097,0
Base-134,710,No,Base,134,No,246.4167,165,0,a93547b7-5ee1-4fe8-9656-355666ddbbe1,213.86,37.829,252.554,76.523,252.554,0,178.103,73.586,172.056,79.633,178.103,0
Base-135,711,No,Base,135,No,246.4167,188.3333,0,aed25ad8-9043-4ff4-b6fb-adc558586a3e,329.46,-52.681,370.839,-11.302,370.839,-52.681,251.373,25.406,238.253,38.525,251.373,0
Base-137,954,No,Base,137,No,255.0833,133.6667,0,1c18a0f7-b5cf-4526-8543-743923975ab6,95.656,-58.494,101.216,-52.934,101.216,-58.494,64.597,-27.435,59.293,-22.131,64.597,-27.435
Base-145,955,No,Base,145,No,255.0833,115.3333,0,61a0de64-7ca2-452e-8e39-6dd3847aa9f9,47.996,9.499,56.6,18.102,56.6,0,37.788,19.707,36.768,20.727,37.788,0
Base-151,956,No,Base,151,No,255.0833,91.5,0,51a9ef15-bb3c-411b-903a-13dac9b05f35,170.534,-148.634,173.617,-145.552,173.617,-148.634,107.966,-86.066,96.788,-74.888,107.966,-86.066
Base-156,957,No,Base,156,No,207.5,91.5,0,2fb1cc0b-5ea9-4aa2-8090-1eed3f9fc816,127.585,-25.804,143.136,-10.253,143.136,-25.804,96.685,5.097,91.399,10.383,96.685,0
Base-159,958,No,Base,159,No,232.3333,91.5,0,24a5dff4-e2c5-421f-8de4-ef4eaebf0516,24.594,-10.678,26.301,-8.97,26.301,-10.678,16.742,-2.826,15.618,-1.702,16.742,-2.826
Base-166,959,No,Base,166,No,196.75,29.7083,0,4ab35d3f-528a-4219-afd5-bac5f46d9ed4,110.434,-60.672,118.248,-52.858,118.248,-60.672,75.784,-26.022,69.91,-20.147,75.784,-26.022
Base-167,960,No,Base,167,No,196.75,23.7083,0,b89c9a5e-9871-49c4-909c-8fc0b8c5df93,72.431,16.333,86.611,30.513,86.611,0,61.214,27.55,59.273,29.491,61.214,0
Base-173,961,No,Base,173,No,196.75,32.8333,0,bb90e14d-9828-4083-ba75-e54d3a67a4f9,67.861,46.153,86.292,64.584,86.292,0,63.567,50.447,62.811,51.204,63.567,0
Base-179,962,No,Base,179,No,196.75,44.9375,0,94124ad4-4f3e-4970-936b-1f96fa09e497,140.332,-26.379,158.686,-8.026,158.686,-26.379,106.762,7.19,101.017,12.935,106.762,0
Base-181,963,No,Base,181,No,196.75,47.6042,0,3d60c591-7b4e-4714-99af-8d53859215c5,153.696,-9.817,177.003,13.49,177.003,-9.817,120.423,23.456,114.832,29.047,120.423,0
Base-185,964,No,Base,185,No,196.75,59.9792,0,501d3fe1-5af9-47e2-b5e9-fe12e0e65a3d,139.584,55.446,171.083,86.945,171.083,0,122.844,72.187,119.918,75.112,122.844,0
Base-191,965,No,Base,191,No,196.75,62.6458,0,01d99bfe-4e72-4829-8407-56d7a083da7a,134.533,-67.886,145.299,-57.12,145.299,-67.886,93.587,-26.94,86.634,-19.987,93.587,-26.94
Base-202,381,No,Base,202,Yes,196.75,76.8333,0,df9b1828-8562-48c0-ad9f-b7f3e1bd8152,81.621,-11.913,92.607,-0.927,92.607,-11.913,62.226,7.482,59.072,10.636,62.226,0
Base-387,968,No,Base,387,No,196.75,17.5,0,6b9252da-4bf6-4775-9265-692a9aa0dd17,68.465,-20.345,76.206,-12.604,76.206,-20.345,50.809,-2.69,47.724,0.396,50.809,-2.69
Base-388,969,No,Base,388,No,196.75,14,0,43cfd87c-5b85-491f-97cb-c7d9e251ae20,192.453,-137.942,201.615,-128.78,201.615,-137.942,127.92,-73.409,116.305,-61.794,127.92,-73.409
Base-389,693,No,Base,389,No,196.75,0,0,bf128efc-74db-46f2-8fc8-a3ebc578fd9e,462.545,-247.887,494.963,-215.469,494.963,-247.887,318.599,-103.94,294.212,-79.554,318.599,-103.94
Base-401,1283,No,Base,401,No,122.75,14,0,cb5ba201-c494-4e17-b0b6-e45b4b72f2a0,35.761,-11.722,39.155,-8.328,39.155,-11.722,26.537,-2.497,24.862,-0.822,26.537,-2.497
Base-402,1275,No,Base,402,No,120.75,14,0,2521b965-c1f5-4c7e-bee7-11b9ffdcc471,205.782,-58.964,229.28,-35.466,229.28,-58.964,148.046,-1.228,139.437,7.38,148.046,-1.228
Base-407,1285,No,Base,407,No,131.9167,14,0,d673bc1b-fa3b-42f7-8d4e-bf0500f9c3ad,1.019,-20.389,-2.343,-23.75,1.019,-23.75,-3.249,-16.121,-3.992,-15.378,-3.249,-16.121
Base-412,970,No,Base,412,No,140.75,14,0,9356824f-77b0-4be0-a22c-51c9f05dd081,61.822,40.431,80.58,59.189,80.58,0,57.143,45.109,56.448,45.804,57.143,0
Base-417,971,No,Base,417,No,144,14,0,f1f81c24-6cf5-47f5-be3b-c6d44bde4be8,49.539,26.174,63.347,39.981,63.347,0,44.408,31.305,43.652,32.061,44.408,0
Base-426,972,No,Base,426,No,157,14,0,eba9f6ef-8c69-40df-905d-0163dbf0fb1c,24.507,9.007,30.672,15.173,30.672,0,18.926,14.588,18.676,14.838,18.926,0
Base-427,973,No,Base,427,No,148,14,0,a5007fdf-fdd3-4fab-b504-0fb52ef9349e,-1.1,-4.684,-2.18,-5.764,-1.1,-5.764,-2.838,-2.947,-2.844,-2.94,-2.838,-2.947
Base-452,671,No,Base,452,No,175.5833,0,0,8224f7c2-8153-4307-b423-e5d6c64851c0,465.596,-237.442,499.458,-203.579,499.458,-237.442,324.023,-95.868,299.796,-71.642,324.023,-95.868
Base-457,974,No,Base,457,No,167.0833,8.6667,0,52d80713-0db2-4370-8d18-6427977d3ce9,117.274,-61.629,125.27,-53.633,125.27,-61.629,80.915,-25.271,74.788,-19.143,80.915,-25.271
Base-459,975,No,Base,459,No,171.5833,8.6667,0,87ed9f45-5c1a-48a7-8096-80cdf4a74a29,124.177,-76.973,130.902,-70.248,130.902,-76.973,82.835,-35.631,76,-28.796,82.835,-35.631
Base-464,976,No,Base,464,No,175.5833,8.6667,0,41f5c68d-654e-4d2d-b0b4-d481477b71a4,237.998,-174.599,246.844,-165.752,246.844,-174.599,153.284,-89.885,139.258,-75.858,153.284,-89.885
Base-512,977,No,Base,512,No,157.25,8.6667,0,cbdd577b-3e5d-46d6-af71-98d8680deb5c,156.77,-63.261,170.207,-49.824,170.207,-63.261,113.609,-20.101,105.9,-12.392,113.609,-20.101
Base-513,978,No,Base,513,No,162.1667,8.6667,0,5446c6d0-874a-4230-9ee7-b7a5b9b068f1,95.762,-47.548,102.698,-40.612,102.698,-47.548,67.017,-18.803,62.066,-13.852,67.017,-18.803
Base-516,979,No,Base,516,No,157.25,4.5,0,af06b48f-cd9e-4679-ba92-171bf48d051a,45.874,26.822,56.307,37.255,56.307,0,39.459,33.238,39.096,33.6,39.459,0
Base-517,7167,No,Base,517,No,157.25,0,0,99dff577-59f3-42aa-bece-63bd9eb7fc61,113.709,-83.402,117.999,-79.111,117.999,-83.402,73.136,-42.829,66.451,-36.144,73.136,-42.829
Base-530,981,No,Base,530,No,175.5833,4.5,0,9b5e62e4-ddc9-45ec-ac98-a9c68353eadf,147.878,-92.169,156.165,-83.881,156.165,-92.169,101.023,-45.314,92.587,-36.878,101.023,-45.314
Base-552,1644,No,Base,552,No,120.75,25.5,0,eba36114-6ad5-4e37-8405-1a4b6a8cd8d7,19.836,18.296,25.812,24.272,25.812,0,19.523,18.609,19.467,18.665,19.523,0
Base-553,1643,No,Base,553,No,120.75,22,0,5d8ba4c0-1a22-4955-8945-8a4ad84a2972,232.121,-171.456,241.845,-161.732,241.845,-171.456,149.246,-88.581,135.528,-74.863,149.246,-88.581
Base-559,1648,No,Base,559,No,120.75,32.8333,0,91d97aa9-e17c-41a3-99dd-3cd3ca456a0a,63.845,-8.096,72.683,0.742,72.683,-8.096,49.097,6.651,46.647,9.102,49.097,0
Base-560,3167,No,Base,560,No,120.75,28.5,0,bd500e07-93d3-4618-90b9-d27ae39baaae,216.644,-184.879,221.804,-179.718,221.804,-184.879,134.221,-102.456,120.571,-88.806,134.221,-102.456
Base-566,1653,No,Base,566,No,120.75,36.5,0,5365d8fb-ca75-4509-8c27-e8cbad774fdb,117.147,-43.954,129.04,-32.061,129.04,-43.954,84.279,-11.086,78.775,-5.583,84.279,-11.086
Base-569,984,No,Base,569,No,159.4167,14,0,314e3750-4e97-48af-97ab-c005c31c6dae,45.764,20.32,57.939,32.495,57.939,0,36.879,29.205,36.437,29.647,36.879,0
Base-589,1670,No,Base,589,No,120.75,56.5,0,6c071ba9-1cd7-4685-89e5-17a27f082873,52.311,-13.659,58.407,-7.563,58.407,-13.659,38.882,-0.23,36.626,2.026,38.882,-0.23
Base-590,1669,No,Base,590,No,120.75,53,0,40718ba1-b572-42c9-bbfa-756be8b5a787,80.784,-40.075,87.227,-33.633,87.227,-40.075,56.104,-15.394,51.98,-11.27,56.104,-15.394
Base-591,1671,No,Base,591,No,120.75,58.8333,0,b889c454-1e42-4baa-867e-d82670401f11,89.672,-5.15,102.95,8.128,102.95,-5.15,70.081,14.441,66.871,17.651,70.081,0
Base-593,1672,No,Base,593,No,120.75,64.8333,0,573bfb93-934c-4897-933d-7a2be4a19905,178.698,-108.592,189.673,-97.617,189.673,-108.592,119.943,-49.837,110.15,-40.044,119.943,-49.837
Base-594,985,No,Base,594,No,167.0833,14,0,c1a966a9-a349-4572-8953-149af0d8617f,68.92,53.894,91.596,76.57,91.596,0,65.218,57.596,64.781,58.033,65.218,0
Base-601,1675,No,Base,601,No,120.75,67.8333,0,e8254e70-77f4-41c3-a95a-55eb159784c8,77.378,5.091,90.307,18.019,90.307,0,62.965,19.504,60.461,22.008,62.965,0
Base-609,986,No,Base,609,No,120.75,73.8333,0,65382707-0c88-4bbc-bc49-38e8e408e1fe,225.67,-138.405,239.349,-124.725,239.349,-138.405,151.432,-64.167,138.995,-51.73,151.432,-64.167
Base-614,987,No,Base,614,No,120.75,76.8333,0,f80a2873-a0e3-43b7-9a2b-1d3c81837ca7,52.368,-13.009,58.546,-6.831,58.546,-13.009,38.88,0.48,36.663,2.697,38.88,0
Base-619,988,No,Base,619,No,120.75,82.8333,0,2a5e306f-7d39-4081-86d8-45435f29a597,115.552,-85.574,120.309,-80.817,120.309,-85.574,74.521,-44.543,67.652,-37.674,74.521,-44.543
Base-624,989,No,Base,624,No,120.75,83.8333,0,ff29f184-6d0a-4c76-b39c-ace54dd68bcc,30.144,-15.638,32.242,-13.539,32.242,-15.638,20.542,-6.036,19.008,-4.502,20.542,-6.036
Base-629,990,No,Base,629,No,120.75,89.8333,0,46dba5dc-c572-4fad-807f-67e47608dab5,30.494,10.012,36.578,16.096,36.578,0,25.917,14.589,25.265,15.241,25.917,0
Base-634,991,No,Base,634,No,120.75,91.5,0,e6bbb299-fe53-4255-9882-2f5633328f43,60.11,-2.57,68.817,6.136,68.817,-2.57,45.127,12.413,43.237,14.303,45.127,0
Base-641,992,No,Base,641,No,175.5833,14,0,f4756235-f92d-4f09-a611-b8e45840b1d1,67.068,32.516,85.142,50.59,85.142,0,60.284,39.301,59.07,40.514,60.284,0
Base-812,1827,No,Base,812,No,120.75,40.5,0,7d0db27d-ac27-4656-910f-58485c99c272,93.822,24.77,112.478,43.426,112.478,0,79.818,38.775,77.447,41.146,79.818,0
Base-813,1828,No,Base,813,No,120.75,47.5,0,9af1ec7b-86bf-4211-8a65-7ec74a078d91,97.391,10.644,114.333,27.586,114.333,0,79.531,28.505,76.59,31.445,79.531,0
Base-814,1288,No,Base,814,No,120.75,50,0,6f443de2-0bb3-4a25-b279-b88d7407532d,176.542,-171.135,177.66,-170.018,177.66,-171.135,105.303,-99.897,93.468,-88.062,105.303,-99.897
Base-848,993,No,Base,848,No,183.5,14,0,b0609551-61f2-4b4d-bdfd-dd406b1f08b4,85.946,-15.946,98.145,-3.748,98.145,-15.946,65.879,4.121,62.315,7.685,65.879,0
Base-853,994,No,Base,853,No,192.75,14,0,33ea3009-07e5-44af-9978-79f6a6bc009e,175.226,-114.126,185.414,-103.938,185.414,-114.126,118.599,-57.5,108.44,-47.34,118.599,-57.5
Base-858,995,No,Base,858,No,188.125,14,0,9db7e6cb-d868-4444-94f4-41dd1aaedc63,112.498,-56.138,122.017,-46.62,122.017,-56.138,79.426,-23.066,73.513,-17.153,79.426,-23.066
Base-862,1284,No,Base,862,No,127.3333,14,0,b48ed659-5790-430f-a49d-3c12ae2db0a9,38.438,-17.655,41.109,-14.984,41.109,-17.655,26.959,-6.176,25.047,-4.264,26.959,-6.176
Base-867,1286,No,Base,867,No,136.3333,14,0,af96137c-3fae-449a-8f2e-00a47acafd06,41.316,19.82,52.602,31.107,52.602,0,30.649,30.488,30.642,30.494,30.649,0
Base-872,996,No,Base,872,No,152.5,14,0,ea6a74f2-45f2-45af-a62a-468fe0a2038d,19.452,-2.247,22.575,0.876,22.575,-2.247,10.283,6.922,10.089,7.117,10.283,0
Base-883,998,No,Base,883,No,133.25,91.5,0,404a89f9-abcb-461a-98b8-1c88daff522e,98.241,-36.897,107.466,-27.672,107.466,-36.897,65.895,-4.55,61.827,-0.483,65.895,-4.55
Base-984,999,No,Base,984,No,127,91.5,0,25cc50b2-2049-472d-a9d5-2a9a61cae03b,107.117,-9.001,121.91,5.792,121.91,-9.001,80.113,18.002,76.53,21.585,80.113,0
Base-1043,1000,No,Base,1043,No,143.8333,100.3333,0,2fb80ad7-502a-45e3-9b36-d33261d810bb,174.491,-30.727,196.242,-8.975,196.242,-30.727,130.876,12.888,124.063,19.701,130.876,0
Base-1046,1001,No,Base,1046,No,53.9167,91.5,0,edf35b8e-6af2-4d7c-a3e3-d0769384dc8d,37.33,-13.748,40.63,-10.447,40.63,-13.748,24.623,-1.041,23.144,0.438,24.623,-1.041
Base-1047,1002,No,Base,1047,No,50.9167,91.5,0,62bb4e06-5bea-4788-a606-5540f4872877,41.784,-19.026,45.079,-15.731,45.079,-19.026,25.97,-3.213,24.289,-1.531,25.97,-3.213
Base-1051,1003,No,Base,1051,No,59.9167,91.5,0,7e93b483-dba4-45fc-9be4-ebeded601460,28.183,-4.267,31.385,-1.066,31.385,-4.267,20.688,3.228,19.681,4.235,20.688,0
Base-1055,1004,No,Base,1055,No,64.4167,91.5,0,3fb11b1d-e5c9-4d68-aeb1-7d581f83c9b7,12.355,7.165,14.802,9.612,14.802,0,10.615,8.906,10.514,9.007,10.615,0
Base-1059,1005,No,Base,1059,No,70.4167,91.5,0,69987c66-c40e-4343-b830-73c02fe7287c,49.36,-38.746,50.361,-37.745,50.361,-38.746,28.133,-17.519,25.508,-14.894,28.133,-17.519
Base-1063,1006,No,Base,1063,No,74.9167,91.5,0,696fcde0-909a-4eb7-bd00-45a9780849ad,52.149,-52.323,51.758,-52.714,52.149,-52.714,27.226,-27.401,24.083,-24.258,27.226,-27.401
Base-1067,1007,No,Base,1067,No,78.9167,91.5,0,77fbf452-a970-4349-a570-4a391f47891a,44.167,-29.884,46.071,-27.98,46.071,-29.884,26.578,-12.295,24.338,-10.055,26.578,-12.295
Base-1071,1008,No,Base,1071,No,85.4167,91.5,0,fb2293c7-a0b7-4b8e-9f0f-811b2a15b75c,16.136,0.521,18.139,2.524,18.139,0,12.282,4.374,11.823,4.834,12.282,0
Base-1075,1009,No,Base,1075,No,91.4167,91.5,0,d45e8605-765d-47cb-9615-c53a0f365e70,30.429,-22.321,31.243,-21.507,31.243,-22.321,18.045,-9.936,16.436,-8.328,18.045,-9.936
Base-1079,1010,No,Base,1079,No,95.9167,91.5,0,abf2f3e3-2cd7-42dd-85ba-04e7b6a9322a,18.914,-0.814,21.302,1.574,21.302,-0.814,13.787,4.313,13.237,4.863,13.787,0
Base-1083,1011,No,Base,1083,No,101.9167,91.5,0,9202f983-4668-457c-b959-93b18d7c5bb3,29.802,-16.146,31.507,-14.442,31.507,-16.146,19.174,-5.517,17.753,-4.097,19.174,-5.517
Base-1087,1012,No,Base,1087,No,106.4167,91.5,0,4bc39d79-95eb-4228-bafb-b889e615a3b2,23.689,12.607,28.911,17.829,28.911,0,18.52,17.776,18.481,17.816,18.52,0
Base-1091,1013,No,Base,1091,No,112.4167,91.5,0,f9dba0b6-ead0-4718-895a-b89331a14634,54.674,-30.228,58.065,-26.838,58.065,-30.228,34.937,-10.491,32.319,-7.872,34.937,-10.491
Base-1102,1014,No,Base,1102,No,114.9167,91.5,0,ffb00d42-cea1-483a-ae50-6aa854eb29bf,7.456,1.166,8.714,2.424,8.714,0,6.164,2.458,5.951,2.672,6.164,0
Base-1107,1015,No,Base,1107,No,118.4167,91.5,0,c5593549-921b-43b5-b200-183fcbece32f,34.474,1.977,40.026,7.529,40.026,0,26.016,10.434,25.115,11.336,26.016,0
Base-1146,1016,No,Base,1146,No,143.8333,93.1667,0,55b836af-c9d5-49f8-841e-0016f35f8438,302.578,-197.965,317.956,-182.587,317.956,-197.965,200.718,-96.104,183.59,-78.977,200.718,-96.104
Base-1182,860,No,Base,1182,No,128.75,110.3333,0,c90c339f-f8ab-4e5e-bddf-3b5816a5a7fe,261.061,86.83,314.01,139.779,314.01,0,226.155,121.736,220.106,127.785,226.155,0
Base-1183,861,No,Base,1183,No,79.5833,110.3333,0,1ba35a52-2595-4334-b163-9e0213ce72ab,262.688,203.006,334.411,274.729,334.411,0,249.824,215.869,247.868,217.825,249.824,0
Base-1297,662,No,Base,1297,No,168.1667,110.3333,0,457cfe83-e947-4d05-af5c-494607ded432,249.415,129.5,309.127,189.212,309.127,0,225.142,153.773,221.01,157.906,225.142,0
Base-1299,879,No,Base,1299,No,220.75,110.3333,0,4eee4e3d-35e2-4a48-bcfb-4fda64f806f7,138.502,130.446,180.72,172.664,180.72,0,135.142,133.806,135.069,133.88,135.142,0
Base-1330,1017,No,Base,1330,No,246.4167,121.4444,0,5d7d1c61-e15c-482d-b370-76be012bbd9b,68.949,-27.33,75.274,-21.006,75.274,-27.33,48.354,-6.735,45.177,-3.558,48.354,-6.735
Base-1331,1018,No,Base,1331,No,246.4167,127.5556,0,780845ca-3451-4b0e-96ba-a5540420d392,81.329,-30.327,89.004,-22.653,89.004,-30.327,58.98,-7.978,55.125,-4.123,58.98,-7.978
Base-1391,1019,No,Base,1391,No,271.4167,133.6667,0,7be44eb4-b1d9-4899-acbd-3bf321d76e05,19.319,-0.607,21.757,1.831,21.757,-0.607,10.849,7.863,10.683,8.029,10.849,0
Base-1401,1020,No,Base,1401,No,259.1667,133.6667,0,d0307168-eaee-42fa-9f43-c3412240aec6,66.764,-35.296,71.429,-30.63,71.429,-35.296,45.778,-14.31,42.316,-10.847,45.778,-14.31
Base-1402,1021,No,Base,1402,No,263.25,133.6667,0,4cb50c8c-bd9a-4e6d-948c-6389f6cc39de,44.806,-22.096,47.979,-18.922,47.979,-22.096,30.717,-8.006,28.486,-5.776,30.717,-8.006
Base-1403,1022,No,Base,1403,No,267.3333,133.6667,0,708ec904-7911-417c-996b-44e732662356,33.166,-14.564,35.646,-12.084,35.646,-14.564,23.146,-4.544,21.553,-2.951,23.146,-4.544
Base-1405,1023,No,Base,1405,No,277.75,133.6667,0,07cd8a33-5571-4372-bb85-5f70e4a482ad,27.324,-17.784,28.536,-16.573,28.536,-17.784,16.156,-6.616,14.837,-5.296,16.156,-6.616
Base-1407,1024,No,Base,1407,No,255.0833,110.3333,0,15749d3f-3e8e-4e0f-b6ce-26a57a0b7ffa,29.086,0.93,33.242,5.086,33.242,0,22.88,7.137,21.963,8.054,22.88,0
Base-1411,1025,No,Base,1411,No,255.0833,119,0,66b0e0ca-34b6-45fc-86ca-5ec4280f3502,50.818,-36.079,52.952,-33.945,52.952,-36.079,32.847,-18.108,29.918,-15.178,32.847,-18.108
Base-1414,1026,No,Base,1414,No,291.75,133.6667,0,3fbcd89e-d495-4d16-849a-f7ae50286491,22.035,-1.951,24.606,0.62,24.606,-1.951,17.274,2.81,16.448,3.636,17.274,0
Base-1415,1027,No,Base,1415,No,285.75,133.6667,0,d5743fbb-92bf-4016-94c1-1ffdd9d3d9e5,48.153,-37.195,49.598,-35.75,49.598,-37.195,29.603,-18.646,26.824,-15.867,29.603,-18.646
Base-1418,1028,No,Base,1418,No,319.5,133.6667,0,30d888f1-a005-4557-a14a-fa151c1d188a,11.236,4.707,13.263,6.735,13.263,0,9.596,6.348,9.405,6.538,9.596,0
Base-1426,1029,No,Base,1426,No,298.6875,133.6667,0,323e81df-f332-48aa-8885-4eb288d3a42f,19.164,-0.832,21.509,1.513,21.509,-0.832,15.134,3.199,14.454,3.879,15.134,0
Base-1427,1030,No,Base,1427,No,305.625,133.6667,0,62acf1f2-db8d-4be1-bf41-ce5c77d9f66b,15.658,1.183,17.812,3.338,17.812,0,12.601,4.24,12.126,4.714,12.601,0
Base-1428,1031,No,Base,1428,No,312.5625,133.6667,0,6662605c-09cf-42b5-a1ad-aaf752de65bc,14.121,2.527,16.249,4.655,16.249,0,11.648,5,11.271,5.377,11.648,0
Base-1433,1032,No,Base,1433,No,326.6667,133.6667,0,ba8ce5ea-45d7-4d3c-98c1-62550bb0cd5f,28.125,-13.361,29.977,-11.51,29.977,-13.361,19.456,-4.692,18.068,-3.304,19.456,-4.692
Base-1434,1033,No,Base,1434,No,333.8333,133.6667,0,a46fb251-5050-4d11-a12e-c3c8fa3a1788,42.137,-32.34,43.338,-31.139,43.338,-32.34,26.893,-17.096,24.368,-14.572,26.893,-17.096
Base-1439,1034,No,Base,1439,No,341,137.1667,0,e1e82d6c-dc07-4120-ad89-e2f65f7ddf7c,52.805,-44.419,53.84,-43.384,53.84,-44.419,33.16,-24.775,29.838,-21.452,33.16,-24.775
Base-1440,1035,No,Base,1440,No,341,141.1667,0,f829da14-90d0-4373-a9b6-c4d7d4b900b1,35.748,-27.183,36.807,-26.123,36.807,-27.183,23.169,-14.603,21.003,-12.438,23.169,-14.603
Base-1443,1036,No,Base,1443,No,341,149.3333,0,3cddd0f6-4f2c-4636-98f8-730282d2dc76,8.601,3.995,10.216,5.609,10.216,0,7.5,5.096,7.362,5.234,7.5,0
Base-1444,1037,No,Base,1444,No,341,152.9167,0,53faa184-208b-47e3-947e-525b42c8659d,48.872,-44.989,49.387,-44.474,49.387,-44.989,30.492,-26.609,27.22,-23.337,30.492,-26.609
Base-1448,1038,No,Base,1448,No,341,145.25,0,c7effdce-13f5-4910-824e-60ca80785b3e,19.92,-10.136,21.15,-8.906,21.15,-10.136,14.058,-4.273,13.007,-3.222,14.058,-4.273
Base-1456,1039,No,Base,1456,No,255.0833,97.7778,0,d169d875-bb61-4b4e-95a1-0f7160d3e1b1,119.078,-98.43,121.947,-95.561,121.947,-98.43,76.551,-55.903,68.917,-48.269,76.551,-55.903
Base-1457,1040,No,Base,1457,No,255.0833,104.0556,0,d7284d3f-4cbc-4429-b3d6-74573d587990,66.927,-40.882,70.527,-37.281,70.527,-40.882,45.665,-19.62,41.895,-15.85,45.665,-19.62
Base-1460,1041,No,Base,1460,No,196.75,91.5,0,18f1b3f4-ab7d-4976-b542-43eee8f8da4f,47.132,-22.497,50.677,-18.951,50.677,-22.497,31.223,-6.588,29.036,-4.401,31.223,-6.588
Base-1468,1042,No,Base,1468,No,213.7083,91.5,0,34d214a2-68c3-4997-8cde-5823201b6cd8,72.003,-19.283,79.699,-11.588,79.699,-19.283,53.096,-0.376,50.015,2.705,53.096,-0.376
