ID,UniqueName,Is Auto Point,Story,PointBay,IsSpecial,X,Y,Z,Code,Envelope:QG2+(100/30-BSE-2E)/J-Max,Envelope:QG2+(100/30-BSE-2E)/J-Min,Envelope:QG1+(100/30-BSE-2E)/J-Max,Envelope:QG1+(100/30-BSE-2E)/J-Min,Max Compression-J,Max Tension-J,Envelope:QG2+(100/30-BSE-1E)/m-Max,Envelope:QG2+(100/30-BSE-1E)/m-Min,Envelope:QG2+(100/30-BSE-2E)/m-Max,Envelope:QG2+(100/30-BSE-2E)/m-Min,Max Compression-m,Max Tension-m
Base-1469,1043,No,Base,1469,No,219.9167,91.5,0,f0de1ac7-3c51-46bd-8ef2-b7653efe1857,39.837,-13.855,43.454,-10.238,43.454,-13.855,28.312,-2.329,26.55,-0.568,28.312,-2.329
Base-1470,1044,No,Base,1470,No,226.125,91.5,0,feb3fcb5-c948-46d8-832b-9378b1989543,30.402,-14.871,32.362,-12.912,32.362,-14.871,20.639,-5.108,19.16,-3.629,20.639,-5.108
Base-1475,1045,No,Base,1475,No,239.9167,91.5,0,c5684957-a997-4434-a5fd-6295e8b7f4a3,17.493,-3.436,19.242,-1.687,19.242,-3.436,12.573,1.484,11.932,2.124,12.573,0
Base-1476,1046,No,Base,1476,No,247.5,91.5,0,1927a7c1-68ef-4d34-ba08-7cdb9ad7d7e6,32.519,-27.997,33.123,-27.393,33.123,-27.997,20.486,-15.965,18.387,-13.865,20.486,-15.965
Base-1479,1047,No,Base,1479,No,202.125,91.5,0,b5162e0a-5bf3-42b4-8246-ac03b2b1b4f2,147.478,-51.53,161.994,-37.014,161.994,-51.53,107.33,-11.381,100.473,-4.525,107.33,-11.381
Base-1571,1048,No,Base,1571,No,143.8333,103.8333,0,7f853e1f-a2d4-48d9-afc9-76aa9bec1893,155.434,-118.82,161.04,-113.214,161.04,-118.82,100.161,-63.547,90.726,-54.112,100.161,-63.547
Base-1726,822,No,Base,1726,No,79.5833,188.3333,0,31cbc072-e1fb-454a-9778-19335223e85a,124.366,95.527,158.738,129.899,158.738,0,118.349,101.544,117.378,102.515,118.349,0
Base-1728,823,No,Base,1728,No,100.0833,188.3333,0,b046eb3b-b8ad-409b-ba85-f4e1faad9112,209.356,165.222,268.091,223.957,268.091,0,200.487,174.092,198.955,175.624,200.487,0
Base-1729,824,No,Base,1729,No,128.75,188.3333,0,c7e31d71-26ec-4f6f-9119-bf7fe7e75a25,237.954,141.074,297.616,200.736,297.616,0,218.153,160.875,214.836,164.192,218.153,0
Base-1730,825,No,Base,1730,No,156.25,188.3333,0,14e69d4f-f905-4b65-996c-3d90b310f517,238.337,134.564,297.147,193.374,297.147,0,217.053,155.848,213.512,159.389,217.053,0
Base-1731,826,No,Base,1731,No,180.3333,188.3333,0,ad91c155-beb5-4ebf-9cf4-56e008c63be3,222.545,135.518,278.996,191.969,278.996,0,204.627,153.436,201.665,156.397,204.627,0
Base-1732,827,No,Base,1732,No,207.5,188.3333,0,3cc7fb00-a26f-4f2e-9377-50f1d3e1b6fa,170.04,161.001,221.95,212.911,221.95,0,167.997,163.044,167.715,163.326,167.997,0
Base-1733,828,No,Base,1733,No,232.3333,188.3333,0,69769cec-8e7f-4f26-906c-ef576c74e2fe,220.538,52.044,262.67,94.176,262.67,0,186.256,86.326,180.455,92.128,186.256,0
Base-1736,1049,No,Base,1736,No,60.4167,219.1667,0,4f9eff5c-c49d-420b-b57d-c746b8706b97,64.497,-43.213,67.397,-40.314,67.397,-43.213,42.414,-21.13,38.762,-17.479,42.414,-21.13
Base-1737,1050,No,Base,1737,No,50.9167,219.1667,0,39eaa68f-1889-44b2-b5b9-4633d1e02a8a,152.252,-117.796,157.228,-112.82,157.228,-117.796,97.537,-63.082,88.306,-53.85,97.537,-63.082
Base-1742,1051,No,Base,1742,No,67.4167,219.1667,0,b2a2c194-a12a-4495-b241-ab47ea819425,30.891,-20.545,31.992,-19.444,31.992,-20.545,19.877,-9.531,18.187,-7.84,19.877,-9.531
Base-1745,1052,No,Base,1745,No,73.4167,219.1667,0,8cc7dc32-438f-445d-a14c-c4aec285777f,52.024,-51.684,51.722,-51.985,52.024,-51.985,29.973,-29.633,26.547,-26.207,29.973,-29.633
Base-1750,1053,No,Base,1750,No,86.4167,219.1667,0,34625f90-b322-41da-aded-1d4a868dea8b,10.425,4.961,12.303,6.839,12.303,0,8.515,6.871,8.421,6.965,8.515,0
Base-1751,1054,No,Base,1751,No,80.9167,219.1667,0,d889d066-a658-49b2-9ab9-b1187cc35bf1,66.78,-52.043,69.054,-49.769,69.054,-52.043,40.807,-26.07,36.963,-22.225,40.807,-26.07
Base-1754,1055,No,Base,1754,No,93.4167,219.1667,0,881f60dd-e785-4b69-83dd-d882da4e9945,16.732,-1.79,18.478,-0.044,18.478,-1.79,13.029,1.913,12.39,2.552,13.029,0
Base-1757,1056,No,Base,1757,No,100.0833,219.1667,0,7285c834-f07d-498d-a1f2-5658ac5ea8e7,56.201,-62.409,54.914,-63.696,56.201,-63.696,30.142,-36.35,26.319,-32.527,30.142,-36.35
Base-1762,1057,No,Base,1762,No,114.9167,219.1667,0,be2f0f4c-3cbb-445f-a74d-04b6ce2c6a85,10.321,3.353,11.974,5.006,11.974,0,8.277,5.397,8.113,5.561,8.277,0
Base-1763,1058,No,Base,1763,No,108.25,219.1667,0,7e5d3aae-7d54-4966-bac4-6457cbd1ef4f,55.381,-38.667,57.857,-36.191,57.857,-38.667,33.802,-17.088,30.875,-14.161,33.802,-17.088
Base-1766,1059,No,Base,1766,No,120.75,219.1667,0,7c23c24b-706c-415e-a647-44a8444e7762,10.811,2.947,12.491,4.628,12.491,0,8.065,5.692,7.93,5.828,8.065,0
Base-1769,1060,No,Base,1769,No,128.75,219.1667,0,a604d147-534a-4f68-a45b-20712ed43da9,17.154,-2.846,18.83,-1.17,18.83,-2.846,13.12,1.188,12.435,1.873,13.12,0
Base-1772,1061,No,Base,1772,No,138.4167,219.1667,0,e6f97024-6376-4237-be7e-b6cf8a066c3a,15.861,-3.491,17.28,-2.072,17.28,-3.491,12.076,0.294,11.399,0.971,12.076,0
Base-1775,1062,No,Base,1775,No,145.4167,219.1667,0,5c0267dc-ffdd-47d0-80f7-5508769dba8d,16.511,-7.489,17.492,-6.508,17.492,-7.489,11.372,-2.349,10.583,-1.56,11.372,-2.349
Base-1778,1063,No,Base,1778,No,151.4167,219.1667,0,64a2c6ec-a5d8-4177-a1ec-ce98d33def98,16.074,-5.608,17.244,-4.438,17.244,-5.608,11.307,-0.842,10.609,-0.143,11.307,-0.842
Base-1781,1064,No,Base,1781,No,157.4167,219.1667,0,1ff807e9-2cc2-4ef2-bdf2-6e0423a063b5,27.133,-29.02,26.655,-29.498,27.133,-29.498,12.861,-14.748,11.271,-13.158,12.861,-14.748
Base-1786,1065,No,Base,1786,No,170.9167,219.1667,0,68413ed4-4bc4-4cd6-983b-27b1e9e96cab,16.356,-3.267,17.999,-1.624,17.999,-3.267,7.389,5.7,7.29,5.8,7.389,0
Base-1787,1233,No,Base,1787,No,164.4167,219.1667,0,f8612876-a56f-434a-a674-d1b12295a027,22.025,-11.355,23.434,-9.947,23.434,-11.355,9.199,1.471,8.751,1.919,9.199,0
Base-1790,1066,No,Base,1790,No,175.5833,219.1667,0,6a69edcd-45ef-479b-aa37-7aebb8efc100,10.446,-1.674,11.475,-0.645,11.475,-1.674,8.07,0.701,7.647,1.124,8.07,0
Base-1793,1067,No,Base,1793,No,180.3333,219.1667,0,b1791806-87ee-455e-ae39-93ae4b90aba1,8.475,0.027,9.493,1.045,9.493,0,6.791,1.71,6.5,2.002,6.791,0
Base-1796,1068,No,Base,1796,No,184.5,219.1667,0,40c9cdc2-cb54-4f3d-ab3a-f0bc08b39dd2,9.383,0.021,10.497,1.136,10.497,0,7.124,2.28,6.846,2.558,7.124,0
Base-1811,1069,No,Base,1811,No,207.5,219.1667,0,add2bf92-103b-4a36-8141-9d3b87507fb4,15.639,-13.987,15.817,-13.809,15.817,-13.987,8.103,-6.451,7.269,-5.617,8.103,-6.451
Base-1816,1070,No,Base,1816,No,220.75,210.1667,0,c04c1aeb-529a-4bf0-b0f9-d0c96362190b,67.118,-11.801,74.356,-4.563,74.356,-11.801,49.139,6.179,46.669,8.648,49.139,0
Base-1817,1071,No,Base,1817,No,213.1667,210.1667,0,713fb623-177f-49c2-a160-733a19c43918,28.72,-24.375,29.118,-23.977,29.118,-24.375,2.258,2.087,2.252,2.094,2.258,0
Base-1820,1072,No,Base,1820,No,229.5,210.1667,0,b1a8667e-8d63-482f-b322-d85408a2d941,36.833,-0.576,41.418,4.009,41.418,-0.576,28.611,7.647,27.401,8.857,28.611,0
Base-1823,1073,No,Base,1823,No,238.7083,210.1667,0,7fdf89fb-18b4-4258-a1f0-27889688d356,40.052,-25.521,42.004,-23.569,42.004,-25.521,13.123,1.407,12.45,2.081,13.123,0
Base-1830,1074,No,Base,1830,No,276.75,210.1667,0,c696a2e4-f4b9-4e33-a612-e7e780259c9e,62.458,-48.676,64.338,-46.796,64.338,-48.676,35.474,-21.693,32.173,-18.392,35.474,-21.693
Base-1831,1075,No,Base,1831,No,252.0833,210.1667,0,e725c267-db97-455c-ba1b-124c8bf545ce,57.189,-43.676,58.822,-42.043,58.822,-43.676,32.196,-18.682,29.257,-15.744,32.196,-18.682
Base-1834,1076,No,Base,1834,No,143.8333,108,0,91d29f48-b790-4b46-aa66-d0d3bcf27f16,65.727,22.46,78.816,35.549,78.816,0,55.488,32.698,54.17,34.016,55.488,0
Base-1835,1077,No,Base,1835,No,143.8333,106.3333,0,ef088a57-e5b0-4d62-9496-02565d32cc4d,149.074,-145.261,149.59,-144.745,149.59,-145.261,88.558,-84.746,78.57,-74.757,88.558,-84.746
Base-1838,1078,No,Base,1838,No,319.5,210.1667,0,3d0219ff-a4de-4606-b57f-e48465d676b9,16.199,3.906,18.808,6.516,18.808,0,13.081,7.024,12.728,7.376,13.081,0
Base-1839,1079,No,Base,1839,No,290.9167,210.1667,0,3bad93b3-c3b5-44aa-97da-f2d1a3da9d79,66.06,-50.013,68.119,-47.954,68.119,-50.013,39.533,-23.486,35.905,-19.858,39.533,-23.486
Base-1844,1080,No,Base,1844,No,260.3056,210.1667,0,9141c5e4-d6ac-4fde-8168-5f238a031d3d,43.04,-3.58,48.112,1.491,48.112,-3.58,32.742,6.718,31.239,8.222,32.742,0
Base-1845,1081,No,Base,1845,No,268.5278,210.1667,0,c3bca235-b5b8-4b70-b1f0-935ef45f06d7,30.395,11.023,35.792,16.42,35.792,0,23.187,18.231,22.899,18.519,23.187,0
Base-1855,1082,No,Base,1855,No,298.0625,210.1667,0,a866d337-b58c-4059-884b-e41d9b8623a2,60.465,-30.087,64.389,-26.162,64.389,-30.087,40.065,-9.687,37.204,-6.826,40.065,-9.687
Base-1856,1083,No,Base,1856,No,305.2083,210.1667,0,881b0169-ab25-4639-a468-adb65bbe0bf4,25.242,2.169,28.807,5.734,28.807,0,20.565,6.847,19.781,7.63,20.565,0
Base-1857,1084,No,Base,1857,No,312.3542,210.1667,0,7282b70f-509d-41b4-989d-10916ce8a620,17.701,4.31,20.567,7.176,20.567,0,15.018,6.993,14.562,7.449,15.018,0
Base-1863,1085,No,Base,1863,No,326.6667,210.1667,0,cc341267-589b-48e5-823c-166e8c9803dd,34.697,-17.818,36.861,-15.654,36.861,-17.818,23.001,-6.123,21.327,-4.448,23.001,-6.123
Base-1864,1086,No,Base,1864,No,333.8333,210.1667,0,ebbcf6c2-3f42-4ec5-9765-5a2b94462b18,50.484,-39.377,51.884,-37.977,51.884,-39.377,30.846,-19.739,27.942,-16.835,30.846,-19.739
Base-1869,1087,No,Base,1869,No,207.5,210.1667,0,57b7ae30-7240-48a7-9155-b880e6d9e18a,82.922,-72.34,84.176,-71.086,84.176,-72.34,50.974,-40.392,45.724,-35.142,50.974,-40.392
Base-1874,1088,No,Base,1874,No,207.5,214.6667,0,794f4d67-7530-47dc-81df-fecade8bfb9a,66.054,-28.104,71.3,-22.858,71.3,-28.104,47.278,-9.328,44.024,-6.075,47.278,-9.328
Base-1875,1089,No,Base,1875,No,207.5,217.6667,0,f62f32f6-d577-4a07-904d-fcbab722c500,25.604,-29.973,24.927,-30.65,25.604,-30.65,14.4,-18.769,12.492,-16.862,14.4,-18.769
Base-1877,1234,No,Base,1877,No,190.5,219.1667,0,9cb85514-0517-4f04-a2c2-2407d7fb6c7a,15.093,-13.724,15.16,-13.656,15.16,-13.724,3.105,-1.736,2.823,-1.455,3.105,-1.736
Base-1882,1090,No,Base,1882,No,197.5,219.1667,0,9347fd3c-adbd-437d-8c43-0148252998c3,21.397,-15.627,22.056,-14.968,22.056,-15.627,12.921,-7.151,11.769,-5.998,12.921,-7.151
Base-1883,1091,No,Base,1883,No,193.5,219.1667,0,efcd4811-7e06-4621-a7af-5d95795859db,12.445,-7.676,13.067,-7.054,13.067,-7.676,5.703,-0.935,5.32,-0.551,5.703,-0.935
Base-1884,1092,No,Base,1884,No,203.5,219.1667,0,e7f29a72-812f-4170-9290-db50e2b4b964,29.385,-26.104,29.747,-25.741,29.747,-26.104,16.688,-13.407,14.961,-11.68,16.688,-13.407
Base-1893,2971,No,Base,1893,No,22.4167,195.0833,0,9dfdaa38-18b7-47df-b05b-b695b67e4348,25.801,-21.258,26.167,-20.892,26.167,-21.258,11.655,-7.112,10.571,-6.028,11.655,-7.112
Base-1894,1094,No,Base,1894,No,0,195.0833,0,89a593fb-3d2f-4ce9-8771-8cb6c20075cd,61.216,-27.916,66.121,-23.01,66.121,-27.916,38.857,-5.557,36.305,-3.005,38.857,-5.557
Base-1899,1095,No,Base,1899,No,46.9167,195.0833,0,d33c79e7-ca29-4b03-8c37-ebd34de01ccc,69.759,-43.047,73.166,-39.64,73.166,-43.047,42.402,-15.69,39.056,-12.345,42.402,-15.69
Base-1900,1096,No,Base,1900,No,27.6667,195.0833,0,9721225d-4475-4a07-88eb-eef8989c4a3d,49.3,-21.205,53.38,-17.125,53.38,-21.205,31.654,-3.559,29.621,-1.526,31.654,-3.559
Base-1908,1097,No,Base,1908,No,5.6042,195.0833,0,951a863b-08f2-4da1-a0fe-95d8a8fc808b,46.133,-14.561,50.544,-10.151,50.544,-14.561,30.74,0.832,29.02,2.552,30.74,0
Base-1909,1098,No,Base,1909,No,11.2083,195.0833,0,c609273c-e31e-4f4b-9721-4266f4bd0e65,29.422,0.453,33.49,4.521,33.49,0,22.138,7.737,21.31,8.565,22.138,0
Base-1910,1099,No,Base,1910,No,16.8125,195.0833,0,5f511ad4-6a73-4bda-8eea-5652e1dadddf,23.79,8.371,28.112,12.693,28.112,0,20.131,12.031,19.664,12.497,20.131,0
Base-1915,1100,No,Base,1915,No,34.0833,195.0833,0,8a7b3523-820b-49eb-b0c1-a27881127984,38.239,-4.29,42.803,0.273,42.803,-4.29,29.486,4.463,28.044,5.905,29.486,0
Base-1916,1101,No,Base,1916,No,40.5,195.0833,0,67744fc5-e771-4a4e-801d-b4060022db90,44.827,-22.141,47.72,-19.248,47.72,-22.141,28.703,-6.017,26.706,-4.02,28.703,-6.017
Base-1919,1102,No,Base,1919,No,50.9167,210.1667,0,f5b87305-661a-49f2-b8a5-2e92012f6564,82.331,-48.966,86.911,-44.386,86.911,-48.966,56.663,-23.299,52.057,-18.693,56.663,-23.299
Base-1920,1103,No,Base,1920,No,50.9167,188.3333,0,3aee8058-1a7a-4ae9-8012-5d4c80b0439f,112.188,-25.691,124.455,-13.424,124.455,-25.691,83.52,2.977,78.852,7.645,83.52,0
Base-1924,1104,No,Base,1924,No,50.9167,214.6667,0,c5b0d2e8-3506-4394-a9a9-227b6b6673bb,77.943,-60.73,80.4,-58.274,80.4,-60.73,50.133,-32.92,45.358,-28.145,50.133,-32.92
Base-1930,1105,No,Base,1930,No,50.9167,195.6111,0,6482bd99-fc08-476e-9088-d31e34fa91e6,124.894,-37.839,137.116,-25.617,137.116,-37.839,91.124,-4.069,85.611,1.444,91.124,-4.069
Base-1931,1106,No,Base,1931,No,50.9167,202.8889,0,540ffd15-0e56-4051-b8d6-cbf450c0b8b3,115.954,-49.867,125.178,-40.643,125.178,-49.867,82.179,-16.093,76.499,-10.413,82.179,-16.093
Base-1940,1107,No,Base,1940,No,50.9167,180.3333,0,3a25bb11-e461-42e3-a2df-23a5687e926a,60.227,-7.201,67.692,0.264,67.692,-7.201,45.899,7.128,43.651,9.375,45.899,0
Base-1949,1108,No,Base,1949,No,50.9167,165,0,b976d08f-fea6-4780-8c1b-0f6ebbc5c555,85.681,31.979,103.197,49.495,103.197,0,74.305,43.354,72.509,45.151,74.305,0
Base-1957,1109,No,Base,1957,No,143.8333,110.3333,0,d39d5a5a-91fa-4c45-ad25-1030f5e706a8,68.505,7.694,79.766,18.955,79.766,0,56.067,20.133,53.989,22.21,56.067,0
Base-1962,1110,No,Base,1962,No,143.8333,114.1667,0,5ab16851-7729-4bc6-a99d-3f37e76b66f2,159.015,-48.379,175.333,-32.061,175.333,-48.379,118.207,-7.57,110.94,-0.304,118.207,-7.57
Base-1974,1111,No,Base,1974,No,50.9167,162,0,1125ad69-4694-439f-b2a6-405d6aae7a01,44.726,30.646,55.956,41.876,55.956,0,41.564,33.809,41.11,34.262,41.564,0
Base-1985,1112,No,Base,1985,No,50.9167,155.1667,0,8e1f2fc9-479a-4f18-9675-cdd433f0f779,57.768,34.154,71.738,48.124,71.738,0,53.164,38.758,52.335,39.587,53.164,0
Base-1995,1113,No,Base,1995,No,50.9167,158.8333,0,d194b40e-7bac-46dc-abe0-067a0ae74080,58.231,29.133,71.466,42.368,71.466,0,52.093,35.27,51.12,36.243,52.093,0
Base-2010,1114,No,Base,2010,No,50.9167,151.1667,0,68fd23de-c555-4510-95f4-03011958ac99,55.752,50.95,72.094,67.292,72.094,0,54.665,52.037,54.513,52.19,54.665,0
Base-2021,1115,No,Base,2021,No,50.9167,146.9167,0,5ae060fd-1444-4a7b-bcb8-0af79819cb22,83.224,39.049,102.085,57.91,102.085,0,74.388,47.885,72.856,49.417,74.388,0
Base-2032,1116,No,Base,2032,No,50.9167,141.9167,0,dba16659-e5a7-4fe9-a624-f3c1ef95fc5b,94.779,31.172,114.304,50.697,114.304,0,81.975,43.976,79.775,46.177,81.975,0
Base-2043,1117,No,Base,2043,No,50.9167,133.6667,0,7e0b11e3-ed2b-4be9-86da-5394b8dae031,106.72,-2.449,122.872,13.704,122.872,-2.449,84.647,19.625,80.883,23.389,84.647,0
Base-2054,1118,No,Base,2054,No,50.9167,128.9167,0,30706399-ca76-4672-8d38-363c8b805e9d,151.991,-21.704,172.243,-1.452,172.243,-21.704,116.83,13.457,110.845,19.442,116.83,0
Base-2066,1119,No,Base,2066,No,50.9167,120.9167,0,56eb28ec-edb0-4ec6-8803-d4607e2e1a10,148.274,-35.61,165.642,-18.243,165.642,-35.61,111.101,1.563,104.755,7.909,111.101,0
Base-2077,1120,No,Base,2077,No,50.9167,118.9167,0,ddf9ec0d-8e68-4a77-9b37-c6bf43ebab60,214.584,-90.137,233.356,-71.365,233.356,-90.137,152.554,-28.108,142.104,-17.657,152.554,-28.108
Base-2090,1121,No,Base,2090,No,50.9167,137.7917,0,14f79c60-df27-4e56-ad39-8881928f4b9e,120.218,-9.383,137.504,7.903,137.504,-9.383,93.912,16.924,89.462,21.374,93.912,0
Base-2103,1122,No,Base,2103,No,50.9167,124.9167,0,1e5a076b-03ab-4d05-b513-737958e9d4bb,132.159,-37.958,146.633,-23.484,146.633,-37.958,97.657,-3.456,91.808,2.394,97.657,-3.456
Base-2117,1123,No,Base,2117,No,50.9167,111.9167,0,1194bd19-64ac-4896-9219-78e7d2956c60,306.849,-135.164,332.918,-109.095,332.918,-135.164,216.863,-45.178,201.706,-30.021,216.863,-45.178
Base-2118,1124,No,Base,2118,No,50.9167,109.8333,0,b8ac652e-6da7-49e2-a123-2a5f83a1796b,106.096,-75.416,111.132,-70.381,111.132,-75.416,69.194,-38.514,62.979,-32.299,69.194,-38.514
Base-2135,1125,No,Base,2135,No,50.9167,177.8333,0,b1db0967-3147-4675-8a73-37b3ca74f241,113.929,-3.428,129.638,12.281,129.638,-3.428,88.133,22.368,84.316,26.185,88.133,0
Base-2144,1126,No,Base,2144,No,50.9167,171.4167,0,86e6a61d-38bf-456f-ae5c-6ef229a24113,150.827,3.258,173.376,25.807,173.376,0,119.68,34.406,114.736,39.349,119.68,0
Base-2168,1127,No,Base,2168,No,50.9167,87.5,0,4cffd6d6-01af-4ee2-9c94-64d5b83e8f35,45.914,-24.971,48.953,-21.932,48.953,-24.971,29.095,-8.152,26.95,-6.007,29.095,-8.152
Base-2173,1128,No,Base,2173,No,50.9167,81.5,0,df9bd3b1-da07-4528-b0ba-2a48e3a894c2,57.016,-40.453,59.418,-38.051,59.418,-40.453,35.889,-19.326,32.711,-16.148,35.889,-19.326
Base-2178,1129,No,Base,2178,No,50.9167,84.5,0,38e80f12-6d1b-4002-b87f-e566b3d6c976,61.792,-42.029,64.655,-39.166,64.655,-42.029,38.754,-18.991,35.431,-15.668,38.754,-18.991
Base-2188,1130,No,Base,2188,No,50.9167,78.5,0,1cde7b8a-bfb6-415a-b7c6-6bbc69239acd,13.722,-4.211,15.157,-2.776,15.157,-4.211,9.867,-0.355,9.282,0.229,9.867,-0.355
Base-2189,1131,No,Base,2189,No,50.9167,69.5,0,257ac818-1dc0-4925-b13c-232476811935,39.489,-17.3,42.83,-13.959,42.83,-17.3,27.046,-4.857,25.213,-3.023,27.046,-4.857
Base-2195,2603,No,Base,2195,No,50.9167,63.5,0,04484c84-0771-446f-8ce8-d1a38913ffcd,0,0,0,0,0,0,0,0,0,0,0,0
Base-2199,2608,No,Base,2199,No,50.9167,60.5,0,2e308f8e-a814-4e91-b36d-a6c9cffb0ee0,0,0,0,0,0,0,0,0,0,0,0,0
Base-2203,2611,No,Base,2203,No,50.9167,56.5,0,a47c583d-053e-42b2-bab5-9a6498ddfd25,0,0,0,0,0,0,0,0,0,0,0,0
Base-2207,1132,No,Base,2207,No,50.9167,53.5,0,6afc6d27-66c6-4940-9956-645b3bc52f8b,26.401,-1.262,30.171,2.508,30.171,-1.262,20.163,4.976,19.299,5.84,20.163,0
Base-2214,2617,No,Base,2214,No,50.9167,50,0,fd41877e-d3c8-4861-bfe2-9c4f54d1bc1c,0,0,0,0,0,0,0,0,0,0,0,0
Base-2218,1133,No,Base,2218,No,50.9167,74,0,40582f8d-f608-4a39-95b4-ee74db106bfc,11.391,1.878,13.39,3.877,13.39,0,8.762,4.506,8.516,4.752,8.762,0
Base-2227,1134,No,Base,2227,No,46.9167,177.8333,0,7490d42a-bb13-4333-9250-05aed52c6a2e,49.219,27.368,60.715,38.864,60.715,0,40.509,36.078,40.236,36.351,40.509,0
Base-2232,1135,No,Base,2232,No,46.9167,183.5833,0,b880a758-8b4d-4817-b123-70a868df98d0,47.215,12.253,55.774,20.812,55.774,0,40.211,19.256,38.99,20.477,40.211,0
Base-2233,1136,No,Base,2233,No,46.9167,189.3333,0,6484096e-c612-40a1-a77f-9e2d20f2c4a3,38.99,-10.487,42.864,-6.613,42.864,-10.487,27.657,0.845,26.109,2.393,27.657,0
Base-2234,1137,No,Base,2234,No,143.8333,119.1667,0,4dbc92e9-e782-4576-be4d-f4aa98d6b5da,276.075,-212.739,285.342,-203.472,285.342,-212.739,177.518,-114.182,160.695,-97.359,177.518,-114.182
Base-2239,2984,No,Base,2239,No,0,192.0833,0,f5a95616-f3ed-4744-95ce-ef1148000dd4,9.724,-3.859,10.408,-3.175,10.408,-3.859,6.43,-0.564,6.034,-0.168,6.43,-0.564
Base-2246,1139,No,Base,2246,No,0,186.0833,0,633514a2-c103-48fd-a695-2d4cea6259e6,26.774,-12.788,29.43,-10.132,29.43,-12.788,17.744,-3.757,16.513,-2.527,17.744,-3.757
Base-2247,1140,No,Base,2247,No,0,180.3333,0,053f3630-5f7d-4608-9a73-7a27f66cfd73,20.177,-3.921,23.302,-0.795,23.302,-3.921,14.542,1.714,13.808,2.448,14.542,0
Base-2251,1141,No,Base,2251,No,0,177.8333,0,c264ce77-3b3f-456a-8b53-4ecfe4a7ec34,9.649,5.973,12.786,9.11,12.786,0,8.827,6.795,8.711,6.911,8.827,0
Base-2255,1142,No,Base,2255,No,0,166.0833,0,1a860ebd-75e1-4967-9fec-5713fce7c685,10.442,4.599,13.952,8.109,13.952,0,8.947,6.094,8.782,6.259,8.947,0
Base-2259,1143,No,Base,2259,No,0,171.9583,0,2c7b8d0c-29c2-48f9-bcf9-8ea042e5dfaa,15.719,-0.072,19.134,3.344,19.134,-0.072,12.189,3.458,11.689,3.958,12.189,0
Base-2263,1144,No,Base,2263,No,0,159.3333,0,502b4bd9-2cea-4db7-8cf8-1d47c89676d1,13.918,4.849,18.346,9.276,18.346,0,11.663,7.104,11.4,7.367,11.663,0
Base-2267,1145,No,Base,2267,No,0,155.1667,0,8d9aed3e-26ac-4ae1-b4f9-1c282d1d9100,9.8,3.09,12.836,6.126,12.836,0,8.429,4.461,8.204,4.687,8.429,0
Base-2271,1146,No,Base,2271,No,0,151.1667,0,242271f9-42e8-427c-b7b5-f7df950884c6,11.459,-0.987,14.007,1.561,14.007,-0.987,8.653,1.819,8.262,2.21,8.653,0
Base-2275,1147,No,Base,2275,No,0,148.0833,0,78c860b9-b889-48d9-91f8-cba91d028f23,11.037,7.597,15.524,12.084,15.524,0,9.6,9.034,9.566,9.068,9.6,0
Base-2279,1148,No,Base,2279,No,0,141.3333,0,52ab0d71-9c05-402d-8669-8efdc114a741,14.426,10.448,20.415,16.437,20.415,0,12.611,12.263,12.589,12.285,12.611,0
Base-2283,1149,No,Base,2283,No,0,133.6667,0,e7da34a9-4fad-4259-91a2-f1b38cde11b0,17.316,9.597,23.664,15.945,23.664,0,15.711,11.202,15.455,11.459,15.711,0
Base-2287,1150,No,Base,2287,No,0,120.9167,0,6c57dcb4-f9c1-4563-a490-3899a01e84e7,8.598,7.612,11.98,10.994,11.98,0,8.185,8.025,8.176,8.034,8.185,0
Base-2291,1151,No,Base,2291,No,0,107.4167,0,cadf3b1e-b88b-49de-adde-f84b3fc6f45c,6.474,4.537,8.452,6.514,8.452,0,6.066,4.946,6.001,5.01,6.066,0
Base-2295,1152,No,Base,2295,No,0,100.3333,0,e0c51917-6e6e-4310-a2f9-d88f4aaead49,8.022,4.821,10.126,6.925,10.126,0,7.32,5.523,7.217,5.626,7.32,0
Base-2299,1153,No,Base,2299,No,0,87.5,0,d39ee08f-ca80-4dfa-aec7-d9e07bbc2c49,19.791,12.703,24.727,17.638,24.727,0,18.031,14.464,17.826,14.669,18.031,0
Base-2303,1154,No,Base,2303,No,0,81.5,0,464a600d-e15f-4259-8813-e738aa9d261e,18.705,11.553,23.257,16.105,23.257,0,16.843,13.415,16.646,13.612,16.843,0
Base-2307,1155,No,Base,2307,No,0,127.2917,0,2a1fd0d9-c07d-465c-b106-f9efb84e4a3c,10.306,8.851,14.745,13.29,14.745,0,9.615,9.542,9.611,9.546,9.615,0
Base-2311,1156,No,Base,2311,No,0,114.1667,0,208ebfb0-1f26-4420-8378-ebbbf2c6fe42,12.825,10.263,17.405,14.843,17.405,0,12.253,10.835,12.171,10.916,12.253,0
Base-2315,1157,No,Base,2315,No,0,93.9167,0,3578d6dd-3612-4221-a63e-b70d13841db8,15.131,9.035,18.878,12.782,18.878,0,13.721,10.445,13.533,10.633,13.721,0
Base-2319,1158,No,Base,2319,No,0,76.8333,0,070e9af2-58a7-435a-8e8a-d5e0e8735f77,24.226,12.981,29.809,18.565,29.809,0,21.767,15.44,21.406,15.8,21.767,0
