ID,UniqueName,Is Auto Point,Story,PointBay,IsSpecial,X,Y,Z,Code,Envelope:QG2+(100/30-BSE-2E)/J-Max,Envelope:QG2+(100/30-BSE-2E)/J-Min,Envelope:QG1+(100/30-BSE-2E)/J-Max,Envelope:QG1+(100/30-BSE-2E)/J-Min,Max Compression-J,Max Tension-J,Envelope:QG2+(100/30-BSE-1E)/m-Max,Envelope:QG2+(100/30-BSE-1E)/m-Min,Envelope:QG2+(100/30-BSE-2E)/m-Max,Envelope:QG2+(100/30-BSE-2E)/m-Min,Max Compression-m,Max Tension-m
Base-1047,Base,1047,1002,50.9167,No,91.5,0,No,0,152.5,-127.5,156,-124,156,-127.5,93.7,-68.7,86.1,-61.1,93.7,-68.7
Base-1051,Base,1051,1003,59.9167,No,91.5,0,No,0,48.9,-23.8,52.2,-20.5,52.2,-23.8,33.6,-8.5,31.7,-6.6,33.6,-8.5
Base-1055,Base,1055,1004,64.4167,No,91.5,0,No,0,31.4,-9.9,34,-7.3,34,-9.9,22.7,-1.2,21.6,-0.1,22.7,-1.2
Base-1059,Base,1059,1005,70.4167,No,91.5,0,No,0,112.7,-96.3,114.4,-94.6,114.4,-96.3,68.8,-52.4,63,-46.7,68.8,-52.4
Base-1063,Base,1063,1006,74.9167,No,91.5,0,No,0,136.4,-133.8,136.4,-133.8,136.4,-133.8,79.6,-77,72.3,-69.7,79.6,-77
Base-1067,Base,1067,1007,78.9167,No,91.5,0,No,0,94.1,-77.3,96.3,-75.2,96.3,-77.3,58.1,-41.3,53.5,-36.7,58.1,-41.3
Base-1071,Base,1071,1008,85.4167,No,91.5,0,No,0,41.7,-21.3,44,-19,44,-21.3,28.5,-8.1,26.7,-6.3,28.5,-8.1
Base-1075,Base,1075,1009,91.4167,No,91.5,0,No,0,17,2.1,19.3,4.4,19.3,2.1,13.9,5.2,13.6,5.5,13.9,5.2
Base-1079,Base,1079,1010,95.9167,No,91.5,0,No,0,23.1,-1.7,25.7,0.9,25.7,-1.7,17.9,3.5,17.2,4.3,17.9,3.5
Base-1083,Base,1083,1011,101.9167,No,91.5,0,No,0,46.5,-18.7,50.1,-15.1,50.1,-18.7,32.8,-5,31.4,-3.6,32.8,-5
Base-1087,Base,1087,1012,106.4167,No,91.5,0,No,0,49.1,-28.3,51.7,-25.7,51.7,-28.3,32.9,-12.1,30.6,-9.8,32.9,-12.1
Base-1091,Base,1091,1013,112.4167,No,91.5,0,No,0,47.3,-40.1,48.1,-39.3,48.1,-40.1,28.9,-21.8,26.6,-19.4,28.9,-21.8
Base-1102,Base,1102,1014,114.9167,No,91.5,0,No,0,29.3,-29.2,29.3,-29.2,29.3,-29.2,17,-16.9,15.5,-15.3,17,-16.9
Base-1107,Base,1107,1015,118.4167,No,91.5,0,No,0,162.6,-128.6,167.8,-123.5,167.8,-128.6,101.4,-67.4,94.3,-60.3,101.4,-67.4
Base-1146,Base,1146,1016,143.8333,No,93.1667,0,No,0,284.4,-207.4,295.9,-195.9,295.9,-207.4,181.1,-104.1,167.3,-90.2,181.1,-104.1
Base-1182,Base,1182,860,128.75,No,110.3333,0,No,0,279,59.4,331.4,111.9,331.4,59.4,232.8,105.5,226.8,111.6,232.8,105.5
Base-1183,Base,1183,861,79.5833,No,110.3333,0,No,0,276,163.8,345.6,233.4,345.6,163.8,252.5,187.4,249.3,190.6,252.5,187.4
Base-1297,Base,1297,662,168.1667,No,110.3333,0,No,0,269.7,65,324.7,120,324.7,65,226.7,108,221.3,113.4,226.7,108
Base-1299,Base,1299,879,220.75,No,110.3333,0,No,0,141.3,120.3,183.3,162.2,183.3,120.3,136.9,124.7,136.3,125.3,136.9,124.7
Base-1330,Base,1330,1017,246.4167,No,121.4444,0,No,0,106.4,-57.3,113.6,-50.1,113.6,-57.3,72,-22.9,67.4,-18.3,72,-22.9
Base-1331,Base,1331,1018,246.4167,No,127.5556,0,No,0,102.5,-43.5,111.1,-34.9,111.1,-43.5,71.8,-12.8,67.7,-8.7,71.8,-12.8
Base-1391,Base,1391,1019,271.4167,No,133.6667,0,No,0,70.3,-43,73.8,-39.4,73.8,-43,46.5,-19.2,43.5,-16.1,46.5,-19.2
Base-1401,Base,1401,1020,259.1667,No,133.6667,0,No,0,94.6,-60.3,99.3,-55.5,99.3,-60.3,62,-27.7,57.7,-23.4,62,-27.7
Base-1402,Base,1402,1021,263.25,No,133.6667,0,No,0,71.6,-41.7,75.7,-37.7,75.7,-41.7,47.8,-17.9,44.6,-14.7,47.8,-17.9
Base-1403,Base,1403,1022,267.3333,No,133.6667,0,No,0,58.7,-31.8,62.2,-28.2,62.2,-31.8,39.7,-12.8,37.2,-10.4,39.7,-12.8
Base-1405,Base,1405,1023,277.75,No,133.6667,0,No,0,64.9,-51.9,66.5,-50.3,66.5,-51.9,40.3,-27.4,37.2,-24.2,40.3,-27.4
Base-1407,Base,1407,1024,255.0833,No,110.3333,0,No,0,81.2,-46.7,85.8,-42,85.8,-46.7,54.3,-19.8,50.9,-16.4,54.3,-19.8
Base-1411,Base,1411,1025,255.0833,No,119,0,No,0,77.3,-60.6,79.6,-58.3,79.6,-60.6,48.3,-31.6,44.5,-27.8,48.3,-31.6
Base-1414,Base,1414,1026,291.75,No,133.6667,0,No,0,40.6,-10.6,44.4,-6.8,44.4,-10.6,29.9,0.2,28.4,1.7,29.9,0.2
Base-1415,Base,1415,1027,285.75,No,133.6667,0,No,0,50,-34.2,52,-32.2,52,-34.2,32.3,-16.5,29.9,-14.1,32.3,-16.5
Base-1418,Base,1418,1028,319.5,No,133.6667,0,No,0,22.2,3.2,25.3,6.2,25.3,3.2,18.2,7.2,17.7,7.7,18.2,7.2
Base-1426,Base,1426,1029,298.6875,No,133.6667,0,No,0,30,-1.6,33.5,1.9,33.5,-1.6,23.4,5.1,22.5,6,23.4,5.1
Base-1427,Base,1427,1030,305.625,No,133.6667,0,No,0,25.9,1.5,29.2,4.8,29.2,1.5,20.8,6.6,20.1,7.3,20.8,6.6
Base-1428,Base,1428,1031,312.5625,No,133.6667,0,No,0,22.7,3.7,25.9,7,25.9,3.7,18.7,7.7,18.2,8.2,18.7,7.7
Base-1433,Base,1433,1032,326.6667,No,133.6667,0,No,0,32.6,-9.4,35.4,-6.6,35.4,-9.4,23.8,-0.6,22.6,0.6,23.8,-0.6
Base-1434,Base,1434,1033,333.8333,No,133.6667,0,No,0,49.3,-32,51.3,-29.9,51.3,-32,32.2,-14.9,29.9,-12.6,32.2,-14.9
Base-1439,Base,1439,1034,341,No,137.1667,0,No,0,69.2,-54.9,70.8,-53.2,70.8,-54.9,43.1,-28.9,39.6,-25.3,43.1,-28.9
Base-1440,Base,1440,1035,341,No,141.1667,0,No,0,43.7,-28.4,45.5,-26.5,45.5,-28.4,28.5,-13.2,26.5,-11.2,28.5,-13.2
Base-1443,Base,1443,1036,341,No,149.3333,0,No,0,30.2,-12.9,32.3,-10.8,32.3,-12.9,21.1,-3.9,19.9,-2.6,21.1,-3.9
Base-1444,Base,1444,1037,341,No,152.9167,0,No,0,45.1,-36.1,46.2,-34.9,46.2,-36.1,28.1,-19,25.8,-16.7,28.1,-19
Base-1448,Base,1448,1038,341,No,145.25,0,No,0,19.3,-3.7,21.1,-1.8,21.1,-3.7,14.4,1.2,13.8,1.8,14.4,1.2
Base-1456,Base,1456,1039,255.0833,No,97.7778,0,No,0,129.6,-103.8,132.9,-100.5,132.9,-103.8,80.5,-54.8,74,-48.2,80.5,-54.8
Base-1457,Base,1457,1040,255.0833,No,104.0556,0,No,0,83.6,-54.2,87.4,-50.4,87.4,-54.2,54.6,-25.3,50.8,-21.4,54.6,-25.3
Base-1460,Base,1460,1041,196.75,No,91.5,0,No,0,122.9,-84.4,128.5,-78.8,128.5,-84.4,79.4,-40.9,73.7,-35.2,79.4,-40.9
Base-1468,Base,1468,1042,213.7083,No,91.5,0,No,0,113.7,-58.2,121.6,-50.3,121.6,-58.2,77.6,-22.1,73.6,-18.1,77.6,-22.1
Base-1469,Base,1469,1043,219.9167,No,91.5,0,No,0,90.7,-52.4,95.9,-47.2,95.9,-52.4,60.7,-22.3,57.2,-18.9,60.7,-22.3
Base-1470,Base,1470,1044,226.125,No,91.5,0,No,0,73.5,-44.2,77.3,-40.4,77.3,-44.2,48.8,-19.5,45.9,-16.5,48.8,-19.5
Base-1475,Base,1475,1045,239.9167,No,91.5,0,No,0,50.6,-26.9,53.5,-24,53.5,-26.9,34.3,-10.6,32.4,-8.6,34.3,-10.6
Base-1476,Base,1476,1046,247.5,No,91.5,0,No,0,63.9,-49.4,65.7,-47.6,65.7,-49.4,40.1,-25.6,36.9,-22.5,40.1,-25.6
Base-1479,Base,1479,1047,202.125,No,91.5,0,No,0,134.1,-39.8,148.2,-25.7,148.2,-39.8,97.6,-3.3,92.4,1.9,97.6,-3.3
Base-1571,Base,1571,1048,143.8333,No,103.8333,0,No,0,135.4,-81,143.7,-72.7,143.7,-81,90,-35.5,83.9,-29.4,90,-35.5
Base-1726,Base,1726,822,79.5833,No,188.3333,0,No,0,125.6,83.6,159.2,117.2,159.2,83.6,116.8,92.4,115.6,93.5,116.8,92.4
Base-1728,Base,1728,823,100.0833,No,188.3333,0,No,0,206.4,145.5,262.7,201.8,262.7,145.5,193.6,158.3,191.9,160,193.6,158.3
Base-1729,Base,1729,824,128.75,No,188.3333,0,No,0,232.5,123.2,289.5,180.3,289.5,123.2,209.5,146.2,206.4,149.3,209.5,146.2
Base-1730,Base,1730,825,156.25,No,188.3333,0,No,0,230.7,117.9,286.7,173.9,286.7,117.9,207,141.6,203.8,144.8,207,141.6
Base-1731,Base,1731,826,180.3333,No,188.3333,0,No,0,225.4,113.4,279.9,167.8,279.9,113.4,201.9,136.9,198.7,140.1,201.9,136.9
Base-1732,Base,1732,827,207.5,No,188.3333,0,No,0,166.7,148.1,217,198.4,217,148.1,162.8,152,162.3,152.6,162.8,152
Base-1733,Base,1733,828,232.3333,No,188.3333,0,No,0,250,8.9,290.7,49.7,290.7,8.9,199.3,59.6,192.6,66.3,199.3,59.6
Base-1736,Base,1736,1049,60.4167,No,219.1667,0,No,0,60.2,-31,63.9,-27.4,63.9,-31,41,-11.9,38.5,-9.3,41,-11.9
Base-1737,Base,1737,1050,50.9167,No,219.1667,0,No,0,185.3,-145.3,190.7,-139.8,190.7,-145.3,115.8,-75.8,106.6,-66.5,115.8,-75.8
Base-1742,Base,1742,1051,67.4167,No,219.1667,0,No,0,50.7,-28.7,53.1,-26.2,53.1,-28.7,34,-12,31.9,-9.8,34,-12
Base-1745,Base,1745,1052,73.4167,No,219.1667,0,No,0,80.9,-75.4,81.2,-75.1,81.2,-75.4,48,-42.6,43.8,-38.3,48,-42.6
Base-1750,Base,1750,1053,86.4167,No,219.1667,0,No,0,55.5,-30.7,58.6,-27.7,58.6,-30.7,37.4,-12.6,35.1,-10.3,37.4,-12.6
Base-1751,Base,1751,1054,80.9167,No,219.1667,0,No,0,86.5,-70.1,88.8,-67.8,88.8,-70.1,53.6,-37.2,49.3,-32.9,53.6,-37.2
Base-1754,Base,1754,1055,93.4167,No,219.1667,0,No,0,49.9,-31.3,51.8,-29.4,51.8,-31.3,32.8,-14.3,30.6,-12.1,32.8,-14.3
Base-1757,Base,1757,1056,100.0833,No,219.1667,0,No,0,83.7,-80.2,83.8,-80.2,83.8,-80.2,49.3,-45.8,44.8,-41.3,49.3,-45.8
Base-1762,Base,1762,1057,114.9167,No,219.1667,0,No,0,79.6,-51.9,83.1,-48.4,83.1,-51.9,52,-24.3,48.4,-20.7,52,-24.3
Base-1763,Base,1763,1058,108.25,No,219.1667,0,No,0,95.1,-77.5,97.5,-75.1,97.5,-77.5,58.9,-41.2,54.1,-36.5,58.9,-41.2
Base-1766,Base,1766,1059,120.75,No,219.1667,0,No,0,32.8,-8.1,35.7,-5.2,35.7,-8.1,24.2,0.5,23,1.6,24.2,0.5
Base-1769,Base,1769,1060,128.75,No,219.1667,0,No,0,23.8,0.8,26.6,3.6,26.6,0.8,18.9,5.6,18.3,6.3,18.9,5.6
Base-1772,Base,1772,1061,138.4167,No,219.1667,0,No,0,23.5,-0.8,26.1,1.8,26.1,-0.8,18.4,4.3,17.7,5,18.4,4.3
Base-1775,Base,1775,1062,145.4167,No,219.1667,0,No,0,33.1,-13.4,35.3,-11.3,35.3,-13.4,23.3,-3.7,22.1,-2.4,23.3,-3.7
Base-1778,Base,1778,1063,151.4167,No,219.1667,0,No,0,70.9,-54.1,72.7,-52.4,72.7,-54.1,44.7,-27.9,41.2,-24.4,44.7,-27.9
Base-1781,Base,1781,1064,157.4167,No,219.1667,0,No,0,82.2,-76.9,82.6,-76.4,82.6,-76.9,48.8,-43.4,44.4,-39.1,48.8,-43.4
Base-1786,Base,1786,1065,170.9167,No,219.1667,0,No,0,66.1,-45.4,68.6,-42.9,68.6,-45.4,42.7,-21.9,39.6,-18.9,42.7,-21.9
Base-1787,Base,1787,1233,164.4167,No,219.1667,0,No,0,78.4,-65.1,80,-63.4,80,-65.1,48.2,-35,44.3,-31,48.2,-35
Base-1790,Base,1790,1066,175.5833,No,219.1667,0,No,0,28.5,-11.1,30.5,-9,30.5,-11.1,20.2,-2.8,19.1,-1.7,20.2,-2.8
Base-1793,Base,1793,1067,180.3333,No,219.1667,0,No,0,12.6,3.3,14.5,5.1,14.5,3.3,10.7,5.3,10.4,5.5,10.7,5.3
Base-1796,Base,1796,1068,184.5,No,219.1667,0,No,0,36.3,-20.6,38.1,-18.8,38.1,-20.6,24.3,-8.6,22.8,-7.1,24.3,-8.6
Base-1811,Base,1811,1069,207.5,No,219.1667,0,No,0,76.1,-71.3,76.6,-70.8,76.6,-71.3,45.1,-40.3,41.1,-36.3,45.1,-40.3
Base-1816,Base,1816,1070,220.75,No,210.1667,0,No,0,95.1,-47.7,101,-41.8,101,-47.7,65.1,-17.7,61.2,-13.8,65.1,-17.7
Base-1817,Base,1817,1071,213.1667,No,210.1667,0,No,0,122.7,-102.5,125.2,-100,125.2,-102.5,75.4,-55.2,69.2,-49,75.4,-55.2
Base-1820,Base,1820,1072,229.5,No,210.1667,0,No,0,69.2,-21.2,75.1,-15.2,75.1,-21.2,50.2,-2.2,47.7,0.3,50.2,-2.2
Base-1823,Base,1823,1073,238.7083,No,210.1667,0,No,0,123.7,-101.2,126.5,-98.3,126.5,-101.2,76.5,-53.9,70.3,-47.7,76.5,-53.9
Base-1830,Base,1830,1074,276.75,No,210.1667,0,No,0,113.4,-91.5,116.2,-88.7,116.2,-91.5,70.3,-48.5,64.7,-42.9,70.3,-48.5
Base-1831,Base,1831,1075,252.0833,No,210.1667,0,No,0,112.6,-90.5,115.2,-87.9,115.2,-90.5,69.9,-47.9,64.3,-42.3,69.9,-47.9
Base-1834,Base,1834,1076,143.8333,No,108,0,No,0,202,-106.7,216.2,-92.4,216.2,-106.7,137.1,-41.8,129.2,-33.9,137.1,-41.8
Base-1835,Base,1835,1077,143.8333,No,106.3333,0,No,0,125.6,-93.5,130.4,-88.7,130.4,-93.5,79.5,-47.5,73.4,-41.4,79.5,-47.5
Base-1838,Base,1838,1078,319.5,No,210.1667,0,No,0,29.5,0.3,33.2,4,33.2,0.3,23.4,6.5,22.6,7.3,23.4,6.5
Base-1839,Base,1839,1079,290.9167,No,210.1667,0,No,0,99.5,-79.4,102,-76.9,102,-79.4,61.9,-41.8,57,-37,61.9,-41.8
Base-1844,Base,1844,1080,260.3056,No,210.1667,0,No,0,69,-21.7,74.9,-15.8,74.9,-21.7,50,-2.6,47.5,-0.2,50,-2.6
Base-1845,Base,1845,1081,268.5278,No,210.1667,0,No,0,77.1,-29.7,83,-23.7,83,-29.7,54.7,-7.2,51.7,-4.3,54.7,-7.2
Base-1855,Base,1855,1082,298.0625,No,210.1667,0,No,0,91,-50.7,96.1,-45.7,96.1,-50.7,61.2,-20.9,57.3,-17,61.2,-20.9
Base-1856,Base,1856,1083,305.2083,No,210.1667,0,No,0,45.4,-9.3,49.9,-4.8,49.9,-9.3,33.9,2.2,32.4,3.7,33.9,2.2
Base-1857,Base,1857,1084,312.3542,No,210.1667,0,No,0,23.9,8.7,27.9,12.8,27.9,8.7,20.7,11.9,20.3,12.4,20.7,11.9
Base-1863,Base,1863,1085,326.6667,No,210.1667,0,No,0,46.4,-20,49.6,-16.8,49.6,-20,32.4,-6,30.6,-4.2,32.4,-6
Base-1864,Base,1864,1086,333.8333,No,210.1667,0,No,0,63.9,-44.9,66.2,-42.6,66.2,-44.9,41.1,-22.1,38,-19,41.1,-22.1
Base-1869,Base,1869,1087,207.5,No,210.1667,0,No,0,103.6,-89.3,105.4,-87.6,105.4,-89.3,63.1,-48.8,57.7,-43.3,63.1,-48.8
Base-1874,Base,1874,1088,207.5,No,214.6667,0,No,0,67.8,-28.6,73.1,-23.3,73.1,-28.6,47.5,-8.4,44.8,-5.6,47.5,-8.4
Base-1875,Base,1875,1089,207.5,No,217.6667,0,No,0,29.8,-33.7,29.1,-34.4,29.8,-34.4,16.5,-20.4,14.7,-18.6,16.5,-20.4
Base-1877,Base,1877,1234,190.5,No,219.1667,0,No,0,60.7,-54.5,61.3,-53.9,61.3,-54.5,36.5,-30.3,33.3,-27.1,36.5,-30.3
Base-1882,Base,1882,1090,197.5,No,219.1667,0,No,0,23.1,-8.7,24.8,-7,24.8,-8.7,16.4,-2,15.5,-1.1,16.4,-2
Base-1883,Base,1883,1091,193.5,No,219.1667,0,No,0,35.4,-26.9,36.4,-25.9,36.4,-26.9,22.3,-13.9,20.5,-12.1,22.3,-13.9
Base-1884,Base,1884,1092,203.5,No,219.1667,0,No,0,23.3,-18,24,-17.4,24,-18,14.7,-9.3,13.5,-8.2,14.7,-9.3
Base-1893,Base,1893,2971,22.4167,No,195.0833,0,No,0,75.8,-61.9,77.3,-60.3,77.3,-61.9,46.9,-32.9,43.2,-29.2,46.9,-32.9
Base-1894,Base,1894,1094,0,No,195.0833,0,No,0,152.7,-110.1,158.5,-104.3,158.5,-110.1,97.5,-54.9,90.4,-47.8,97.5,-54.9
Base-1899,Base,1899,1095,46.9167,No,195.0833,0,No,0,140.4,-111.6,143.8,-108.1,143.8,-111.6,87.5,-58.6,80.5,-51.7,87.5,-58.6
Base-1900,Base,1900,1096,27.6667,No,195.0833,0,No,0,105.2,-75.2,109.3,-71.1,109.3,-75.2,67.3,-37.3,62.4,-32.4,67.3,-37.3
Base-1908,Base,1908,1097,5.6042,No,195.0833,0,No,0,108.4,-63.3,114.3,-57.4,114.3,-63.3,72.3,-27.2,67.7,-22.6,72.3,-27.2
Base-1909,Base,1909,1098,11.2083,No,195.0833,0,No,0,62.5,-19.9,68,-14.4,68,-19.9,45.2,-2.6,43,-0.3,45.2,-2.6
Base-1910,Base,1910,1099,16.8125,No,195.0833,0,No,0,32.5,7.4,37.4,12.4,37.4,7.4,27.2,12.7,26.5,13.4,27.2,12.7
Base-1915,Base,1915,1100,34.0833,No,195.0833,0,No,0,57.4,-9.9,63.5,-3.8,63.5,-9.9,43.3,4.2,41.4,6.1,43.3,4.2
Base-1916,Base,1916,1101,40.5,No,195.0833,0,No,0,78.7,-39.7,83.6,-34.9,83.6,-39.7,53.9,-14.8,50.6,-11.5,53.9,-14.8
Base-1919,Base,1919,1102,50.9167,No,210.1667,0,No,0,102.4,-59.7,108.1,-54,108.1,-59.7,68.3,-25.6,63.8,-21.1,68.3,-25.6
Base-1920,Base,1920,1103,50.9167,No,188.3333,0,No,0,135,-53.9,146.6,-42.3,146.6,-53.9,95.3,-14.2,89.9,-8.9,95.3,-14.2
Base-1924,Base,1924,1104,50.9167,No,214.6667,0,No,0,128,-91.3,132.9,-86.4,132.9,-91.3,81.9,-45.2,75.8,-39.1,81.9,-45.2
Base-1930,Base,1930,1105,50.9167,No,195.6111,0,No,0,129.4,-51.8,140.2,-41,140.2,-51.8,91.3,-13.8,86.1,-8.6,91.3,-13.8
Base-1931,Base,1931,1106,50.9167,No,202.8889,0,No,0,109.1,-48.2,117.3,-39.9,117.3,-48.2,76,-15.2,71.6,-10.7,76,-15.2
Base-1940,Base,1940,1107,50.9167,No,180.3333,0,No,0,100.3,-32,110.2,-22,110.2,-32,72.5,-4.2,68.7,-0.4,72.5,-4.2
Base-1949,Base,1949,1108,50.9167,No,165,0,No,0,98.5,0.5,113.6,15.7,113.6,0.5,77.9,21.1,75.1,23.9,77.9,21.1
Base-1957,Base,1957,1109,143.8333,No,110.3333,0,No,0,121.5,-41.5,133.5,-29.5,133.5,-41.5,87.3,-7.2,83.2,-3.1,87.3,-7.2
Base-1962,Base,1962,1110,143.8333,No,114.1667,0,No,0,270.4,-164.5,286.2,-148.7,286.2,-164.5,179.1,-73.1,166.9,-60.9,179.1,-73.1
Base-1974,Base,1974,1111,50.9167,No,162,0,No,0,61.8,23,74.8,36.1,74.8,23,53.6,31.2,52.5,32.3,53.6,31.2
Base-1985,Base,1985,1112,50.9167,No,155.1667,0,No,0,55.9,37.2,70.4,51.8,70.4,37.2,52,41.2,51.5,41.7,52,41.2
Base-1995,Base,1995,1113,50.9167,No,158.8333,0,No,0,52.8,33.7,66.2,47.1,66.2,33.7,48.8,37.7,48.3,38.2,48.8,37.7
Base-2010,Base,2010,1114,50.9167,No,151.1667,0,No,0,61.1,34.4,76.2,49.5,76.2,34.4,55.5,40,54.8,40.8,55.5,40
Base-2021,Base,2021,1115,50.9167,No,146.9167,0,No,0,73.5,26,89.4,41.8,89.4,26,63.5,36,62.2,37.3,63.5,36
Base-2032,Base,2032,1116,50.9167,No,141.9167,0,No,0,86,18.6,102.8,35.4,102.8,18.6,71.9,32.8,69.9,34.7,71.9,32.8
Base-2043,Base,2043,1117,50.9167,No,133.6667,0,No,0,130.1,-28.6,146.4,-12.2,146.4,-28.6,96.7,4.8,92.2,9.3,96.7,4.8
Base-2054,Base,2054,1118,50.9167,No,128.9167,0,No,0,153.9,-49.7,170.5,-33,170.5,-49.7,111.1,-6.9,105.3,-1.1,111.1,-6.9
Base-2066,Base,2066,1119,50.9167,No,120.9167,0,No,0,172.1,-72.8,187.7,-57.2,187.7,-72.8,120.7,-21.4,113.7,-14.4,120.7,-21.4
Base-2077,Base,2077,1120,50.9167,No,118.9167,0,No,0,233.7,-128.4,250.3,-111.7,250.3,-128.4,157.6,-52.3,147.3,-42,157.6,-52.3
Base-2090,Base,2090,1121,50.9167,No,137.7917,0,No,0,104.9,-5.4,120.9,10.6,120.9,-5.4,81.7,17.8,78.6,20.9,81.7,17.8
Base-2103,Base,2103,1122,50.9167,No,124.9167,0,No,0,169.5,-67.8,185.7,-51.6,185.7,-67.8,119.7,-17.9,112.9,-11.2,119.7,-17.9
Base-2117,Base,2117,1123,50.9167,No,111.9167,0,No,0,296.9,-178,315.6,-159.3,315.6,-178,197.1,-78.3,183.6,-64.7,197.1,-78.3
Base-2118,Base,2118,1124,50.9167,No,109.8333,0,No,0,139.1,-96.6,146,-89.8,146,-96.6,89.6,-47.1,82.9,-40.4,89.6,-47.1
Base-2135,Base,2135,1125,50.9167,No,177.8333,0,No,0,123.6,-15.6,139.3,0.003759,139.3,-15.6,94.4,13.6,90.4,17.6,94.4,13.6
Base-2144,Base,2144,1126,50.9167,No,171.4167,0,No,0,123.5,-6,141.1,11.6,141.1,-6,96.3,21.2,92.6,24.9,96.3,21.2
Base-2168,Base,2168,1127,50.9167,No,87.5,0,No,0,108.1,-84.2,111.5,-80.8,111.5,-84.2,67.7,-43.8,62.5,-38.5,67.7,-43.8
Base-2173,Base,2173,1128,50.9167,No,81.5,0,No,0,77.4,-62.4,79.6,-60.2,79.6,-62.4,48,-33,44.1,-29.1,48,-33
Base-2178,Base,2178,1129,50.9167,No,84.5,0,No,0,104.5,-80.8,107.9,-77.4,107.9,-80.8,65.6,-41.9,60.4,-36.6,65.6,-41.9
Base-2188,Base,2188,1130,50.9167,No,78.5,0,No,0,18.3,-8.3,19.7,-6.9,19.7,-8.3,12.7,-2.7,12,-2,12.7,-2.7
Base-2189,Base,2189,1131,50.9167,No,69.5,0,No,0,45,-21.2,48.4,-17.8,48.4,-21.2,31.1,-7.3,29.2,-5.4,31.1,-7.3
Base-2195,Base,2195,2603,50.9167,No,63.5,0,No,0,0,0,0,0,0,0,0,0,0,0,0,0
Base-2199,Base,2199,2608,50.9167,No,60.5,0,No,0,0,0,0,0,0,0,0,0,0,0,0,0
Base-2203,Base,2203,2611,50.9167,No,56.5,0,No,0,0,0,0,0,0,0,0,0,0,0,0,0
Base-2207,Base,2207,1132,50.9167,No,53.5,0,No,0,43,-8.3,47.9,-3.3,47.9,-8.3,32.2,2.5,30.9,3.9,32.2,2.5
Base-2214,Base,2214,2617,50.9167,No,50,0,No,0,0,0,0,0,0,0,0,0,0,0,0,0
Base-2218,Base,2218,1133,50.9167,No,74,0,No,0,30.8,-11.8,33.5,-9.1,33.5,-11.8,21.8,-2.8,20.7,-1.7,21.8,-2.8
Base-2227,Base,2227,1134,46.9167,No,177.8333,0,No,0,63.7,-15,71,-7.6,71,-15,47.2,1.6,44.9,3.8,47.2,1.6
Base-2232,Base,2232,1135,46.9167,No,183.5833,0,No,0,42.3,-4.2,47.7,1.2,47.7,-4.2,32.5,5.6,31.3,6.9,32.5,5.6
Base-2233,Base,2233,1136,46.9167,No,189.3333,0,No,0,68.4,-38.2,72.4,-34.2,72.4,-38.2,46,-15.8,43.1,-12.9,46,-15.8
Base-2234,Base,2234,1137,143.8333,No,119.1667,0,No,0,280.6,-220.6,289.4,-211.7,289.4,-220.6,175.3,-115.3,161,-101,175.3,-115.3
Base-2239,Base,2239,2984,0,No,192.0833,0,No,0,40.2,-26.5,42,-24.7,42,-26.5,26.2,-12.5,24.3,-10.7,26.2,-12.5
Base-2246,Base,2246,1139,0,No,186.0833,0,No,0,48.6,-26.4,52.1,-22.9,52.1,-26.4,32.9,-10.6,30.8,-8.6,32.9,-10.6
Base-2247,Base,2247,1140,0,No,180.3333,0,No,0,43.5,-11.4,48.6,-6.3,48.6,-11.4,32,0.2,30.5,1.6,32,0.2
Base-2251,Base,2251,1141,0,No,177.8333,0,No,0,23.3,6.6,28.1,11.4,28.1,6.6,19.8,10.1,19.4,10.6,19.8,10.1
Base-2255,Base,2255,1142,0,No,166.0833,0,No,0,30.4,-9.9,33.9,-6.4,33.9,-9.9,21.9,-1.5,20.8,-0.4,21.9,-1.5
Base-2259,Base,2259,1143,0,No,171.9583,0,No,0,22.7,7.3,27.8,12.3,27.8,7.3,19.5,10.5,19.1,10.9,19.5,10.5
Base-2263,Base,2263,1144,0,No,159.3333,0,No,0,17.1,10.5,22,15.4,22,10.5,15.7,11.9,15.5,12,15.7,11.9
Base-2267,Base,2267,1145,0,No,155.1667,0,No,0,18.7,10.4,24,15.8,24,10.4,16.9,12.2,16.7,12.4,16.9,12.2
Base-2271,Base,2271,1146,0,No,151.1667,0,No,0,22.9,3.7,27.8,8.6,27.8,3.7,18.9,7.7,18.4,8.2,18.9,7.7
Base-2275,Base,2275,1147,0,No,148.0833,0,No,0,26.8,-0.7,31.6,4,31.6,-0.7,21,5,20.3,5.8,21,5
Base-2279,Base,2279,1148,0,No,141.3333,0,No,0,26.1,10.3,32.7,17,32.7,10.3,22.8,13.6,22.3,14.1,22.8,13.6
Base-2283,Base,2283,1149,0,No,133.6667,0,No,0,26.4,11.8,33.4,18.8,33.4,11.8,23.3,14.8,22.9,15.2,23.3,14.8
Base-2287,Base,2287,6916,0,No,120.9167,0,No,0,17.8,5.9,22,10.1,22,5.9,15.3,8.4,15,8.7,15.3,8.4
Base-2291,Base,2291,6903,0,No,107.4167,0,No,0,15.5,6.7,19,10.2,19,6.7,13.6,8.5,13.4,8.8,13.6,8.5
Base-2295,Base,2295,1152,0,No,100.3333,0,No,0,16.5,7,20.1,10.6,20.1,7,14.5,9,14.3,9.3,14.5,9
