ID,UniqueName,Is Auto Point,Story,PointBay,IsSpecial,X,Y,Z,Code,Envelope:QG2+(100/30-BSE-2E)/J-Max,Envelope:QG2+(100/30-BSE-2E)/J-Min,Envelope:QG1+(100/30-BSE-2E)/J-Max,Envelope:QG1+(100/30-BSE-2E)/J-Min,Max Compression,Max Tension
Base-82,2907,No,Base,82,No,79.5833,133.6667,0,8cc7984e-fb75-4040-b3a0-8d7ba748e23b,151.101,148.985,208.541,206.424,208.541,0
Base-83,2909,No,Base,83,No,100.0833,133.6667,0,6ccbe4bb-7a94-488a-aaf2-15738ef6a7ce,147.779,146.08,204.175,202.477,204.175,0
Base-84,2911,No,Base,84,No,100.0833,149.3333,0,18e9480d-7579-40d0-a255-33683fea5933,111.383,111.172,154.238,154.027,154.238,0
Base-85,2913,No,Base,85,No,101.0833,165,0,e1a54ff5-7147-4e38-ad06-8109f7b9640b,146.404,145.311,202.403,201.311,202.403,0
Base-86,2915,No,Base,86,No,128.75,165,0,cfc1832d-4e15-4ba5-b256-1f1bfc0a284a,169.339,168.181,234.072,232.914,234.072,0
Base-87,2917,No,Base,87,No,128.75,149.3333,0,7064f369-ba32-4ad3-9f18-20406cee1e90,132.831,131.584,183.623,182.376,183.623,0
Base-88,2919,No,Base,88,No,128.75,133.6667,0,09048822-5930-4c66-9d82-83b0790b4cef,143.937,128.698,195.941,180.701,195.941,0
Base-89,2921,No,Base,89,No,156.25,165,0,636b0d19-ed4d-42f9-9ceb-e7157cf554c3,155.518,154.569,215.04,214.091,215.04,0
Base-90,2923,No,Base,90,No,156.25,149.3333,0,d4567948-f422-4aa4-bb86-95da7f9bf4bf,121.239,115.932,166.757,161.449,166.757,0
Base-91,2925,No,Base,91,No,180.3333,165,0,e1a34b0b-c320-4a49-bd7e-851289b6c876,158.958,155.567,219.29,215.899,219.29,0
Base-92,2927,No,Base,92,No,180.3333,149.3333,0,5468cba2-4671-4822-ab4b-c163dc600f05,121.73,119.77,168.087,166.127,168.087,0
Base-93,2929,No,Base,93,No,207.5,165,0,7bea82a7-2b02-4159-8eba-81e4ab914289,156.843,154.403,216.522,214.082,216.522,0
Base-94,2931,No,Base,94,No,207.5,149.3333,0,4e7379e6-0c45-4ee7-b614-7793fdbaddcc,107.599,105.364,148.573,146.338,148.573,0
Base-96,2937,No,Base,96,No,230.5833,165,0,a7430f51-df28-4433-a330-64e1db3e0ae3,114.812,110.552,158.047,153.787,158.047,0
Base-98,2938,No,Base,98,No,225.5833,149.3333,0,cb1cbfe2-682c-462d-847e-39eb677dd903,91.073,89.229,125.673,123.829,125.673,0
Base-97,2939,No,Base,97,No,220.75,133.6667,0,a2f4e15a-880e-4aa0-8694-d6bd1e71bf35,157.245,156.933,217.38,217.068,217.38,0
Base-99,2941,No,Base,99,No,194,133.6667,0,69171dfc-6488-49ed-be25-705b01943b1a,163.353,162.741,225.876,225.264,225.876,0
Base-100,878,No,Base,100,No,196.75,110.3333,0,7af0a610-3aa2-466b-b25f-1a4c1279ba22,223.592,126.136,278.824,181.369,278.824,0
Base-95,2933,No,Base,95,No,143.8333,31.5,0,516ad8c4-278b-4877-be89-7dd4759be552,188.005,185.282,261.247,258.524,261.247,0
Base-103,2943,No,Base,103,No,143.8333,50,0,4010e290-7e72-4dc0-8138-7c0b7dbb066c,207.341,206.434,288.67,287.763,288.67,0
Base-104,2945,No,Base,104,No,143.8333,70,0,0a28e5a7-1041-4386-9011-e3f48a85a9c0,229.674,227.882,320.304,318.512,320.304,0
Base-105,2947,No,Base,105,No,168.1667,31.5,0,96eb7113-53ba-4bce-80e2-838896957ad5,210.234,209.759,292.544,292.069,292.544,0
Base-106,2949,No,Base,106,No,168.1667,50,0,fa5fd71b-54f9-45e5-937a-388d6f641a82,235.957,234.623,328.166,326.833,328.166,0
Base-107,2951,No,Base,107,No,168.1667,70,0,77225dc6-1b31-49cd-8ce4-9e55a687b1e9,253.986,253.396,354.142,353.553,354.142,0
Base-110,1179,No,Base,110,No,42.8333,69.0033,0,cfa520c8-d080-401e-a565-5806b383e781,23.95,-10.717,25.807,-8.86,25.807,-10.717
Base-123,2973,No,Base,123,No,42.8333,72.9183,0,050926cd-cf2b-4336-a8b6-41cd378e3364,30.102,-7.843,33.212,-4.733,33.212,-7.843
Base-126,1177,No,Base,126,No,42.8333,62,0,b5f17153-d095-4c7a-a613-fa3d3bff84e4,16.939,2.391,19.644,5.095,19.644,0
Base-143,1184,No,Base,143,No,42.8333,42,0,96339649-2f24-4b4d-9a36-afa7dc9e207e,17.024,15.037,21.439,19.451,21.439,0
Base-161,1175,No,Base,161,No,42.8333,52,0,d1e9ba93-c1c9-4d66-8d0e-3167801c078f,16.923,10.519,20.739,14.335,20.739,0
Base-162,1176,No,Base,162,No,42.8333,57,0,5206a267-ebe6-4df5-97f9-b94ece4b9697,22.995,10.594,27.684,15.283,27.684,0
Base-182,1185,No,Base,182,No,42.8333,47,0,5fa8d350-d683-4cc4-8aa5-6292be1723f1,16.379,10.376,20.093,14.09,20.093,0
Base-149,1093,No,Base,149,No,108.5833,14,0,9661ba3c-740b-460f-90ac-8ff02e29d52c,0,0,0,0,0,0
Base-230,967,No,Base,230,No,13.3333,40.0833,0,4b9237eb-ace4-48a3-b28b-0374ab13ab9c,-0.218,-0.328,-0.29,-0.4,-0.218,-0.4
Base-275,2712,No,Base,275,No,156.25,110.3333,0,8ea2f547-d4cd-4c2b-bae0-2d32ffcbcd02,72.553,-29.325,78.885,-22.993,78.885,-29.325
Base-279,3162,No,Base,279,No,120.75,31.5,0,1887c6af-6b88-4067-894b-468db63bce62,160.597,-101.908,169.977,-92.528,169.977,-101.908
Base-280,3134,No,Base,280,No,196.75,31.5,0,49768f49-11ef-4026-b6f3-d80e4d09f051,19.56,0.524,22.794,3.758,22.794,0
Base-290,3125,No,Base,290,No,246.4167,91.5,0,b8c48391-e2b1-461e-95fc-5957035fcc2d,30.032,-19.613,31.404,-18.241,31.404,-19.613
Base-652,6741,No,Base,652,No,50.9167,28.8333,0,f23ef2ee-f480-41cb-b55d-166329172c41,5.193,1.351,6.129,2.287,6.129,0
Base-1604,6830,No,Base,1604,No,122.75,91.5,0,b1f49f96-4cdb-46ad-a8bb-632acfb8a06c,45.057,15.721,54.256,24.92,54.256,0
Base-2075,5948,No,Base,2075,No,196.75,15.5,0,1f11a0e1-14b9-48cb-8b01-7d369974c4e4,51.537,-28.389,55.366,-24.56,55.366,-28.389
Base-2080,5957,No,Base,2080,No,196.75,73.8333,0,0a0bbd81-b87c-4deb-93ee-47f5edd65397,98.878,-63.339,104.441,-57.776,104.441,-63.339
Base-2316,5749,No,Base,2316,No,246.4167,123.6667,0,e542e038-539d-415d-b11c-15182814cb3e,30.365,15.805,37.422,22.861,37.422,0
Base-2635,3694,No,Base,2635,No,341,162,0,33ec7560-3e33-4795-bada-3e209312f679,14.088,-2.654,15.538,-1.204,15.538,-2.654
Base-2636,4914,No,Base,2636,No,341,177.8333,0,4115923a-b103-4f48-839b-e2b41379b349,14.052,2.654,16.214,4.817,16.214,0
Base-2637,6885,No,Base,2637,No,341,192.8333,0,b1f2b1c3-7874-4d2c-a7bf-c5aa7dbd43e1,10.204,2.063,11.767,3.626,11.767,0
Base-2638,6886,No,Base,2638,No,341,195.0833,0,5a16dd6a-1f80-406f-97ac-bd859e8587a6,4.306,2.129,5.146,2.969,5.146,0
Base-61,1273,No,Base,61,No,13.3333,27.5833,0,82e11bc9-94c1-44b0-9eb5-c31c271c5375,4.446,4.005,5.402,4.961,5.402,0
Base-3955,5947,No,Base,3955,No,0,27.5917,0,5981b1dd-289a-4432-a3fc-f85f91cfbef6,0,0,0,0,0,0
Base-4098,6894,No,Base,4098,No,0,97.125,0,d5096447-383d-4233-b1fb-7bae5bfa7a1d,9.971,6.392,12.552,8.973,12.552,0
Base-4119,6901,No,Base,4119,No,0,102.5174,0,3a3266b1-7b4f-4eec-b4be-c99fc0f07192,7.353,4.973,9.407,7.027,9.407,0
Base-4120,6903,No,Base,4120,No,0,105.3507,0,b4f72369-05ba-49ac-9f6a-5078cbf4ff12,7.091,4.839,9.142,6.89,9.142,0
Base-4124,6909,No,Base,4124,No,0,110.2047,0,d2126177-e694-4d30-8ba3-34495e8997c2,8.913,6.843,11.807,9.737,11.807,0
Base-4130,6916,No,Base,4130,No,0,121.9748,0,1f40e7a1-d0bf-4da1-a793-ed8fa9ebc389,4.756,3.258,6.472,4.974,6.472,0
Base-4136,6917,No,Base,4136,No,0,124.5142,0,9b075094-43c4-4b31-9fe5-07c5ff7bb8bc,6.514,5.281,9.085,7.851,9.085,0
Base-4140,6921,No,Base,4140,No,0,167.6856,0,6d57760b-a0fa-45e8-9c3c-787778196f13,8.487,-2.558,9.714,-1.331,9.714,-2.558
Base-4185,6995,No,Base,4185,No,337.4167,210.1667,0,f47e02f6-6743-494c-8213-69c6cedc42a3,59.023,-51.036,60.016,-50.042,60.016,-51.036
Base-4201,6993,No,Base,4201,No,337.4167,133.6667,0,a4520ae8-16f4-416b-aef9-8a031ef386cd,50.829,-43.305,51.749,-42.385,51.749,-43.305
Base-4214,7014,No,Base,4214,No,50.9167,184.3333,0,c6365518-2cac-44fe-9622-b8b5afdb9407,68.728,-10.422,77.05,-2.099,77.05,-10.422
Base-4207,6446,No,Base,4207,No,205.5,219.1667,0,a30ae824-379a-4359-8d4b-55a7c91a0a6a,29.739,-25.803,30.257,-25.286,30.257,-25.803
Base-3948,7036,No,Base,3948,No,30.9167,27.5833,0,1891aea3-09c0-4827-8018-e5047ec3efcc,5.592,5.414,6.814,6.636,6.814,0
Base-3947,7035,No,Base,3947,No,20.1333,27.5833,0,d62939bc-e3f8-4d7f-acf8-bd518f19f3bc,0,0,0,0,0,0
Base-4252,7043,No,Base,4252,No,196.75,65.3128,0,8b8a138a-5ef6-49b2-b458-cf99e2ed572f,127.467,-78.643,135.461,-70.649,135.461,-78.643
Base-2874,3084,No,Base,2874,Yes,196.75,78.5,0,8286bc80-559e-44ff-976c-1caba361ed81,226.288,-100.067,246.638,-79.717,246.638,-100.067
Base-4248,3211,No,Base,4248,Yes,196.75,81.3333,0,6485b4b9-a192-473d-af5b-21544a902590,306.449,-212.313,321.8,-196.962,321.8,-212.313
Base-4244,1163,No,Base,4244,No,0,47.75,0,876bb83f-e7eb-400c-acb3-1f8bebdb6739,46.839,-4.345,53.188,2.004,53.188,-4.345
Base-4084,1160,No,Base,4084,No,0,68.0833,0,aae05bc8-527e-4b00-99c7-4bcaba4372f8,9.618,-2.653,10.65,-1.621,10.65,-2.653
Base-4256,1161,No,Base,4256,No,0,61.0833,0,0e61a00c-e97e-4ae3-a5f1-cca7dc504770,30.792,-11.772,33.634,-8.93,33.634,-11.772
Base-3740,7045,No,Base,3740,No,246.4167,130.6111,0,f5544f01-fcc8-48ca-91aa-8fe1791d3c26,131.479,-87.237,138.111,-80.605,138.111,-87.237
Base-4268,7052,No,Base,4268,No,250.75,115.3333,0,6d884b86-37d7-4cd7-8277-68e9fa883841,93.759,-61.377,98.582,-56.554,98.582,-61.377
Base-4271,7057,No,Base,4271,No,250.75,133.6667,0,80a87af2-5012-41a9-abee-de0b2c104bbc,152.211,-110.072,158.512,-103.771,158.512,-110.072
Base-4274,7062,No,Base,4274,No,246.4167,118.3889,0,04553450-bbcc-4506-b38f-865e30cd8c1b,132.86,-86.412,139.918,-79.355,139.918,-86.412
Base-4278,7068,No,Base,4278,No,252.9167,115.3333,0,31499156-f4d2-44d6-833f-70c09a641b7d,26.809,-10.487,29.176,-8.119,29.176,-10.487
Base-4282,7074,No,Base,4282,No,251.2917,91.5,0,42adcc9d-1a6a-4a6c-a4d5-3f73cbe8155e,84.145,-72.118,85.81,-70.453,85.81,-72.118
Base-4283,7075,No,Base,4283,No,153.1667,93.5,0,32e347a2-2d1e-4c25-a475-9d40ed2bb422,78.95,-49.65,83.442,-45.158,83.442,-49.65
Base-4285,7078,No,Base,4285,No,150.8333,89.1667,0,88debcf5-8337-4bc2-90b1-562eff10c53e,135.796,-110.516,139.064,-107.247,139.064,-110.516
Base-4290,7120,No,Base,4290,No,154.7083,108,0,d31c8de2-1a77-46c3-b952-26c85ccde719,32.792,-6.752,36.559,-2.985,36.559,-6.752
Base-4292,7196,No,Base,4292,No,156.25,109.1667,0,c145ea4a-d39e-4c2c-83d9-9f1a1295bcad,74.82,-14.056,83.706,-5.171,83.706,-14.056
Base-4310,7168,No,Base,4310,No,157.25,2.25,0,26e36374-98f8-406a-a55b-6c7f2cb10edf,138.936,-98.126,144.895,-92.167,144.895,-98.126
Base-4331,7117,No,Base,4331,No,145.9028,133.6667,0,3d659169-bf9c-42f5-ac31-efe8b6fb01d1,144.334,-102.149,150.429,-96.054,150.429,-102.149
Base-4427,7358,No,Base,4427,No,154.1805,133.6667,0,3ef187f7-4d1f-4b13-82c9-374fd3a97404,158.469,-121.318,163.87,-115.917,163.87,-121.318
Base-4452,7403,No,Base,4452,No,159.7083,8.6667,0,7ddfd04d-0b2a-4442-82de-0f08001ee0b0,68.706,-36.915,73.257,-32.364,73.257,-36.915
Base-4453,7404,No,Base,4453,No,156.25,130.3333,0,1c42e01e-f04c-4c8d-93f1-f5509782ccc9,106.394,-73.405,111.3,-68.499,111.3,-73.405
Base-4455,7406,No,Base,4455,No,156.25,132,0,9ff3d8c9-148e-467a-9dcf-a7febe7aa3a5,129.783,-102.08,133.738,-98.125,133.738,-102.08
